V_BZNO|BAS_YM|FC_AM1|LA_INSP_KRW_AM1|FC_AM2|LA_INSP_KRW_AM2|FC_AM3|LA_INSP_KRW_AM3|FC_AM4|LA_INSP_KRW_AM4|LA_INSP_KRW_AM5|
가상_사업자번호|기준년월 |미국_외화|미국_원화|일본_외화|일본_원화|중국_외화|중국_원화|유럽_외화|유럽_원화|계_원화|
1000000305|202212|108873000|137974|8120000|77|45000|8|3331000|4500|142559|
1000000305|202312|156016|201|||||7274|10|211|
1000000305|202412|205818000|302552|||||7997000|12225|314777|
1000000310|202112|550415|653|||||||653|
1000000310|202212|4580030|5804|||||||5804|
1000000310|202312|15533633|20029|||||186750|266|20295|
1000000310|202412|49026699|72069|||||||72069|
1000000312|202112|24763811|29357|34590750|356|||||29713|
1000000314|202112|0|472|||0|4|0|29|505|
1000000314|202212|0|380|||||||380|
1000000314|202312|0|481|||||||481|
1000000314|202412|0|515|||||||515|
1000000315|202212|||||9100000|1651|||1651|
1000000315|202312|||||9100000|1646|||1646|
1000000315|202412|||||9100000|1832|||1832|
1000000318|202112|166617|198|||||||198|
1000000318|202212|722830|916|||||||916|
1000000318|202312|233378|301|||||||301|
1000000318|202412|94433|176|||||||176|
1000000330|202112|0|4020|0|110|||||4130|
1000000330|202212|0|6883|0|451|||||7334|
1000000330|202312|0|9059|0|47|||0|120|9226|
1000000330|202412|0|8823|||||||8823|
1000000331|202212|30000000|38019|||||||38019|
1000000332|202112|325353345|385706|767956638|7912|5388606|1004|4422119|5936|400561|
1000000332|202212|398595931|505140|462940784|4413|6605773|1198|93742380|126665|637769|
1000000332|202312|237730098|306529|497184722|4538|4878990|882|2391452|3412|315740|
1000000332|202412|||438994213|4111|||||4111|
1000000333|202112|3455487|4097|78132285|804|||||4901|
1000000333|202212|4252547|5389|97372839|928|22118|4|||6321|
1000000333|202312|4511044|5817|140018747|1277|||||7094|
1000000333|202412|4625404|6799|237189156|2221|556147|112|||9132|
1000000337|202112|27693578|32830|3697305|38|||231353|310|33178|
1000000337|202212|24903590|31560|||||562891|761|32321|
1000000337|202312|23879823|30790|||1127700|204|971716|1387|32504|
1000000337|202412|26722834|39283|||||166435|254|39537|
1000000340|202112|0|182|||||0|81|263|
1000000340|202212|0|101|||||0|54|155|
1000000340|202312|0|68|||||0|36|104|
1000000340|202412|0|33|||||0|26|59|
1000000348|202112|8451636|10019|||||||10019|
1000000348|202212|3551257|4501|||||||4501|
1000000348|202312|2524943|4936|||||||4936|
1000000348|202412|8252472|12131|||||||12131|
1000000349|202312|||||||||0|
1000000349|202412|||||||||0|
1000000350|202312|||||||||0|
1000000350|202412|||||||||0|
1000000354|202112|115706629|137170|||||||137171|
1000000354|202212|86889329|110115|||||||110115|
1000000354|202312|123306092|158990|||||||158990|
1000000354|202412|150412025|221105|||||||221105|
1000000355|202112|350623|416|8635686|89|5052806|941|39999|54|1529|
1000000355|202212|292927|371|||4229539|767|47315|64|1321|
1000000355|202312|118063|152|9971740|91|438282|79|26782|38|364|
1000000355|202412|209151|118|5963350|9972|261099|438|57770|27|10555|
1000000356|202112|495100|587|||||||587|
1000000356|202212|3421578|4336|||||||4336|
1000000356|202312|830087|1070|||||||1070|
1000000356|202412|1268464|1864|||||||1864|
1000000358|202112|29955626|35512|||||||35512|
1000000358|202212|32218839|40831|||||186730|252|41083|
1000000358|202412|31352847|46089|||||186749|285|46374|
1000000359|202112|386727|458|11641929|120|||133419|179|763|
1000000359|202212|228588|290|15091741|144|||63694|86|530|
1000000359|202312|116308|150|14361657|131|||113500|162|445|
1000000359|202412|167896|247|2910583|27|||213391|326|607|
1000000363|202112|0|3745|0|1943|0|17|0|1|5706|
1000000363|202212|0|4217|0|1680|0|286|0|29800|35983|
1000000363|202312|0|9333|0|1290|0|111|0|31515|42314|
1000000363|202412|0|6008|0|1228|0|107|0|33807|41231|
1000000365|202312|||||||||0|
1000000365|202412|||||||||0|
1000000366|202112|0|35565|0|3291|||||38856|
1000000369|202212|0|412|||||||412|
1000000369|202312|0|506|||||||506|
1000000369|202412|0|441|||||||441|
1000000376|202112|0|35565|0|15454|||||51019|
1000000376|202212|0|38019|0|14298|||||52317|
1000000376|202312|0|40370|||||||40370|
1000000376|202412|0|45297|||||||45297|
1000000381|202112|0|2450|||||||2450|
1000000381|202212|0|651|||||||651|
1000000381|202312|0|930|||||||930|
1000000381|202412|0|2283|||||||2283|
1000000382|202112|0|906|0|12190|||0|39|13135|
1000000382|202212|0|1447|0|8193|||0|25|9665|
1000000382|202312|0|1026|0|6|||0|2|1042|
1000000382|202412|0|1393|0|3|||0|4|1400|
1000000385|202112|91062353|107954|||||51098|69|108023|
1000000385|202212|235420597|298348|||1365000|248|||298596|
1000000385|202312|80486565|103779|4130000|38|||||103817|
1000000385|202412|39162697|57569|||||||57569|
1000000387|202112|0|2769|||||||2769|
1000000387|202212|0|3678|||||||3678|
1000000387|202312|0|4131|||||||4131|
1000000387|202412|0|4745|||||||4745|
1000000389|202312|||||||||0|
1000000389|202412|||||||||0|
1000000390|202112|38894487|46109|||1001773|186|359195|482|46777|
1000000390|202212|42714836|54132|||668969|121|9889|13|54269|
1000000390|202312|35631218|45943|||351142|63|30604|43|46062|
1000000390|202412|70015016|102924|7414684|69|353417|71|536|1|103086|
1000000393|202112|0|2296|||||||2296|
1000000393|202212|0|2455|||||||2455|
1000000393|202312|0|2498|||||||2498|
1000000393|202412|||||||||2847|
1000000395|202112|0|123654|||0|2918|0|37025|183594|
1000000395|202212|0|155068|||0|484|0|59695|236356|
1000000395|202312|0|154863|||0|157|0|33336|192196|
1000000395|202412|0|122516|||0|128|0|41801|167977|
1000000396|202312|||||||||0|
1000000396|202412|||||||||0|
1000000404|202112|174498|207|||||||207|
1000000404|202212|395249|501|||||||501|
1000000404|202312|192994|249|||||||249|
1000000404|202412|140786|207|||||||207|
1000000406|202112|2480068|2940|||||||2940|
1000000406|202212|5249865|6653|||||||6653|
1000000406|202312|7715242|9948|||||||9948|
1000000406|202412|13962084|20524|||||||20524|
1000000407|202312|0|16|||||||16|
1000000410|202112|74128|88|350000|361|||19952|27|476|
1000000410|202212|143104|181|55970|1|||||182|
1000000410|202312|233739|301|2750000|25|||||326|
1000000410|202412|165820|244|12912329|121|||||365|
1000000411|202112|11398821|13513|||||||13513|
1000000411|202212|1643000|2083|||||||2083|
1000000411|202312|11215775|14462|||||||14462|
1000000411|202412|4668329|6862|||||||6862|
1000000412|202112|6453479|7651|||||240152|322|10307|
1000000412|202212|914820|1159|||||125007|169|1863|
1000000412|202312|1012058|1305|||||||3953|
1000000412|202412|6873003|10103|||||365580|559|10941|
1000000413|202312|||||||||0|
1000000414|202112|727515|863|||||||863|
1000000414|202212|404776|513|||||874|1|514|
1000000414|202312|441485|569|||||874|1|570|
1000000414|202412|357050|525|||||874|1|526|
1000000415|202112|0|148|||||||148|
1000000419|202112|319384|379|||||||379|
1000000419|202212|85743|109|||||||109|
1000000419|202312|1708788|2203|||||||2203|
1000000419|202412|380109|559|||||||559|
1000000421|202112|34467000|40492|||||||40492|
1000000421|202212|22104410|28013|||||||28013|
1000000421|202312|19164775|24711|||||||24711|
1000000421|202412|17760845|26109|||||||26109|
1000000424|202312|||||||||0|
1000000424|202412|||||||||0|
1000000432|202112|2660|3|13428403|138|||||141|
1000000432|202212|9720|12|30815807|293|||||305|
1000000432|202312|270|0|33781827|308|||||308|
1000000432|202412|32680|48|22089277|207|||||255|
1000000433|202112|||||||814464|1093|1093|
1000000433|202212|||722800|7|||925551|1251|1258|
1000000433|202312|||||||356730|509|509|
1000000433|202412|83875|123|||||470437|719|939|
1000000434|202212|||25000000000|238295|||||238295|
1000000434|202312|||20000000000|182532|||||182532|
1000000434|202412|||328244000|3074|||||3074|
1000000436|202112|165582|196|||||63340|85|281|
1000000438|202112|0|242032|0|276|||0|641|243102|
1000000438|202212|0|270320|0|687|||0|2427|273840|
1000000438|202312|0|175699|0|99|||0|970|177208|
1000000438|202412|0|223952|0|82|||0|5288|229441|
1000000439|202112|0|15018|0|91|0|50|0|141|25256|
1000000439|202212|0|6315|0|11|0|49|0|1345|26658|
1000000439|202312|0|1569|0|178|0|49|0|15723|24868|
1000000439|202412|0|35492|0|171|||0|14480|50152|
1000000442|202412|||||||||0|
1000000443|202112|2240425|2656|||||||2656|
1000000443|202212|1807808|2291|||||||2783|
1000000443|202312|1804218|2326|||||||2471|
1000000443|202412|||||||||0|
1000000446|202412|||||||||0|
1000000450|202312|||||||||0|
1000000450|202412|||||||||0|
1000000451|202312|||||||||0|
1000000451|202412|||||||||0|
1000000459|202112|0|909|||||||909|
1000000459|202212|0|857|||||0|85|942|
1000000459|202312|0|935|||||||935|
1000000459|202412|0|1425|||||||1425|
1000000462|202112|6835872|8104|1496456|15|||27396|37|8214|
1000000462|202212|7334389|9295|1572338|15|||488930|661|10191|
1000000462|202312|9258271|11938|3646644|33|||111524|159|12449|
1000000462|202412|7968649|11714|4385377|41|||283033|433|12419|
1000000465|202112|18754809|22328|||||||22328|
1000000465|202212|19530222|24667|||||||24667|
1000000465|202312|1654446|2149|||||||2149|
1000000465|202412|234500|346|||||||346|
1000000467|202112|0|14|||||||20|
1000000467|202212|0|55|||0|4|||65|
1000000467|202312|0|147|||0|26|||190|
1000000467|202412|0|37|||||||51|
1000000468|202109|1340553|1588|518580|5|||||1593|
1000000468|202209|1552399|2227|751600|8|||||2235|
1000000468|202309|1379684|1855|||||2332|3|1858|
1000000468|202509|1221049|1712|562700|5|||||1717|
1000000472|202112|613909|728|||||||728|
1000000472|202212|258290|327|||||||327|
1000000476|202112|65585|78|||||||1695|
1000000476|202212|57180|73|||||5950|8|1728|
1000000476|202312|221737|286|||||69507|99|2330|
1000000479|202312|||||||||0|
1000000488|202112|1203788000|1427091|87837000|905|||||1427996|
1000000488|202212|1201474000|1522628|||||20000|27|1522664|
1000000488|202312|706572000|911054|||||3000|4|911058|
1000000488|202412|710134000|1043897|||||||1043920|
1000000489|202112|173047|213|||||36942|42|255|
1000000489|202212|57450|73|||||221799|300|373|
1000000489|202312|148550|192|||||244413|349|541|
1000000489|202412|179398|264|||||68335|104|368|
1000000492|202412|26353|39|8946140|84|25897|5|||128|
1000000494|202312|||||||||0|
1000000494|202412|||||||||0|
1000000495|202112|0|23540|||||||23549|
1000000495|202212|0|25266|0|1|||||25271|
1000000495|202312|0|32|0|3|||||42|
1000000497|202112|31927|38|2208640|23|||1600402|2149|2210|
1000000497|202212|2284800|22|||||612401|827|849|
1000000497|202312|583631|833|||||382088|545|1378|
1000000497|202412|||37490950|351|1092164|220|||571|
1000000498|202112|140953|167|1330975|13|||377299|506|686|
1000000500|202112|0|1208663|||||||1209289|
1000000500|202212|0|1489831|||||||1490799|
1000000500|202312|0|1062002|||||||1063591|
1000000500|202412|0|1411377|||||||1411444|
1000000501|202112|1492725|1769|||||||1769|
1000000501|202212|13861194|17566|||||||17566|
1000000501|202312|24912906|32194|||||||32194|
1000000501|202412|23571851|34651|||||||34651|
1000000503|202112|2208026|2618|3457300|36|||60731|82|2736|
1000000503|202212|7253339|9192|4873100|46|||63478|86|9324|
1000000503|202312|2959670|3816|4286020|39|||95950|137|3992|
1000000503|202412|3946678|5802|14155640|133|||278828|426|6361|
1000000504|202112|0|3994|0|167|||0|200|4464|
1000000504|202212|0|7394|0|185|||0|294|8242|
1000000504|202312|0|13047|0|129|||0|267|14795|
1000000504|202412|0|13264|0|82|||0|2052|17518|
1000000505|202212|1600000|2028|||||||2028|
1000000505|202312|2960000|3817|||||||3817|
1000000505|202412|1970000|2896|||||||2896|
1000000509|202112|1044657|1238|||||||1238|
1000000509|202212|1595119|2021|||||||2021|
1000000509|202312|590272|761|||||||761|
1000000509|202412|1392737|2047|||||||2047|
1000000510|202112|678808|805|||||||805|
1000000510|202212|654453|829|4875030|46|||||875|
1000000510|202312|1422333|1834|||||||1834|
1000000510|202412|2288948|3386|||||||3386|
1000000513|202112|72993935|86535|26308089|271|||||86806|
1000000513|202212|73642972|93327|153900|1|||||93328|
1000000513|202312|44835252|57810|9720|0|||||57810|
1000000513|202412|48827777|71777|||||||71777|
1000000517|202112|9485000000|11244468|12570000000|129501|||3000000|4027|11377996|
1000000517|202212|9155000000|11602131|22652000000|215914|1000000|181|6000000|8107|11826333|
1000000517|202312|9710000000|12520074|17126000000|156302|345000000|6239|2000000|2853|12685468|
1000000519|202112|0|408308|0|700|||||413935|
1000000519|202212|0|256638|0|1071|||||257762|
1000000519|202312|0|182258|0|754|||||183012|
1000000519|202412|0|213717|0|3699|||||217817|
1000000521|202112|0|2473158|0|337544|||0|140308|2951010|
1000000521|202212|0|2972278|||||0|216801|3374275|
1000000521|202312|0|3142749|||||0|64413|3395062|
1000000521|202412|0|4676651|||||0|19312|4830774|
1000000521|202512|0|3455892|||||0|38172|3517592|
1000000527|202112|||464302000|4783|||||4783|
1000000527|202212|||464302000|4426|||||4426|
1000000527|202312|||464000000|4235|||||4235|
1000000527|202412|||464000000|4345|||||4345|
1000000529|202112|10016713|11875|149955784|1545|||||13420|
1000000529|202212|0|17775|0|423|||0|14|18212|
1000000529|202312|0|38793|0|393|||||39186|
1000000529|202412|0|18874|0|413|||||19287|
1000000532|202112|0|23229|||0|28|0|10674|33931|
1000000532|202212|0|14168|||0|27|0|4106|18301|
1000000532|202312|0|16173|||0|27|0|2004|18204|
1000000532|202412|0|50619|||0|30|0|5361|56010|
1000000534|202112|310891|369|||||63535|85|964|
1000000534|202212|998638|1266|||||448630|606|1872|
1000000534|202312|505145|651|||||575779|821|1472|
1000000534|202412|627114|922|||||73747|113|1035|
1000000536|202112|126220322|149635|26488702|273|||||149908|
1000000536|202212|114369007|144941|26488702|252|||||145193|
1000000536|202312|37810281|48752|26488702|242|||||48994|
1000000536|202412|87862669|129157|26488702|248|||||129405|
1000000537|202112|0|4418|||||||4418|
1000000537|202212|0|5317|0|6|||||5323|
1000000537|202312|0|3763|||||||3763|
1000000537|202412|0|4190|0|6|||||4196|
1000000538|202112|0|43168|||||||49566|
1000000538|202212|0|55138|||||0|22|55890|
1000000538|202312|0|64165|||||||64364|
1000000538|202412|0|67435|||||0|21|67469|
1000000539|202312|||||||||0|
1000000539|202412|||||||||0|
1000000543|202312|||||||||0|
1000000547|202112|||||||7372935|9897|9897|
1000000547|202312|2055|3|||||189008|270|273|
1000000547|202412|||||||183104|280|280|
1000000553|202112|0|982461|||||||982461|
1000000553|202212|0|1179338|||||0|57|1179395|
1000000553|202312|0|1020222|0|59|||0|102|1020383|
1000000553|202412|0|608056|||||||608056|
1000000555|202112|1178100|1397|||||132325|178|1575|
1000000555|202212|1008700|1278|||||66163|89|1367|
1000000555|202312|641300|827|||||||827|
1000000555|202412|1157200|1701|||||||1701|
1000000556|202112|47049|56|||||||56|
1000000556|202212|74544|94|||||||94|
1000000556|202412|66956|98|||||||98|
1000000557|202112|1692901|2007|||||||2007|
1000000557|202312|2951450|3806|||||||3806|
1000000557|202412|1042046|1532|||||||1532|
1000000559|202312|0|290|||||||290|
1000000559|202412|0|319|||||||319|
1000000564|202212|7000|9|||||||9|
1000000564|202312|12450|16|||||||16|
1000000564|202412|4423|7|||||||7|
1000000566|202112|7577000|8983|||||||8983|
1000000566|202212|10419000|13205|||||||13205|
1000000566|202312|4315000|5565|||||||5565|
1000000566|202412|2275000|3345|||||||3345|
1000000568|202112|0|25837|||||0|1042|26879|
1000000568|202212|0|16118|||||0|2536|18654|
1000000568|202312|0|16205|||0|382|0|660|17247|
1000000568|202412|0|24190|||0|1067|0|1059|26323|
1000000573|202312|||||||||0|
1000000575|202112|47476|56|||||||59|
1000000575|202212|51100|65|||||||68|
1000000575|202312|42000|54|||||||57|
1000000575|202412|45000|66|||||||69|
1000000581|202112|30000000|35565|||||||35565|
1000000581|202212|30000000|38019|||||||38019|
1000000581|202312|30000000|38682|||||||38682|
1000000583|202312|||||||||0|
1000000583|202412|||||||||0|
1000000584|202112|10425000|12358|||||||12358|
1000000584|202212|23760000|30112|||||||30112|
1000000584|202312|24323000|31362|||||||31362|
1000000584|202412|26370000|38763|||||||38763|
1000000586|202112|||||||0|20004|20004|
1000000586|202212|||||||0|8287|8287|
1000000586|202312|||||||0|2878|2878|
1000000593|202112|0|184231|0|925|0|35714|0|323|234883|
1000000593|202212|0|134524|0|286|0|5229|0|1638|146309|
1000000593|202312|0|187678|0|69|0|4097|0|300|192277|
1000000593|202412|0|173282|||0|338|0|727|175254|
1000000596|202112|13965|17|||||||17|
1000000596|202212|123856|157|||||||157|
1000000596|202312|382717|493|||||||493|
1000000596|202412|879195|1293|||||8873|14|1307|
1000000598|202312|||||||||0|
1000000598|202412|||||||||0|
1000000600|202112|0|21978|0|43|0|386|0|4854|27387|
1000000600|202212|0|13529|0|924|0|130|0|2729|17618|
1000000600|202312|0|18375|0|342|0|163|0|15474|34726|
1000000600|202412|0|29199|0|1047|0|374|0|10751|41454|
1000000604|202112|0|12544|0|3927|||0|5879|27929|
1000000604|202212|0|17896|0|4912|||0|6611|33786|
1000000604|202312|0|52|0|1|||0|5|64|
1000000604|202412|0|60937|0|623|||0|12301|79802|
1000000606|202312|||||||||0|
1000000606|202412|||||||||0|
1000000607|202112|0|5899|||0|2302|0|151|8352|
1000000607|202212|0|7704|||0|2856|||10560|
1000000607|202312|0|4247335|||0|6824298|0|14650|11087969|
1000000607|202412|0|658|||||0|42|700|
1000000615|202212|95700|121|||||||121|
1000000615|202312|44900|58|||||||58|
1000000615|202412|224426|329906|||||||329906|
1000000619|202312|||||||||0|
1000000619|202412|||||||||0|
1000000622|202112|542968|644|3414000|35|||||679|
1000000622|202212|304261|386|||||||386|
1000000622|202312|383429|494|||||||494|
1000000622|202412|517671|761|||||||761|
1000000623|202112|||8059816|83|20898|4|||87|
1000000623|202212|94803|120|1922684|18|10800|2|||217|
1000000623|202312|152224|196|||136644|25|17674|25|292|
1000000623|202412|226082|332|52480|1|||145|0|342|
1000000627|202312|||||||||0|
1000000627|202412|||||||||0|
1000000634|202112|0|11902|0|8465|||0|147|20514|
1000000634|202212|0|10246|0|7625|0|29|0|12234|30134|
1000000634|202312|0|9812|0|6571|0|161|0|12984|29528|
1000000634|202412|0|11312|0|5993|0|174|0|11867|29346|
1000000635|202112|||32443654|334|||1700000|2282|2630|
1000000635|202212|1084491|1374|29419982|280|||1726400|2333|4007|
1000000635|202312|404874|522|87645083|800|||1643694|2345|3685|
1000000635|202412|217388|320|94516781|885|||1342435|2052|3270|
1000000637|202112|61800842|73264|||||||73264|
1000000637|202212|52401491|66409|||||||66409|
1000000637|202312|51345998|66205|||||||66205|
1000000637|202412|44255398|65056|||||||65056|
1000000639|202312|||||||||0|
1000000639|202412|||||||||0|
1000000642|202112|108940|129|18919953|195|||||324|
1000000642|202212|32783|42|8090740|77|||||119|
1000000642|202412|||9004595|84|||||84|
1000000643|202312|||||||||0|
1000000643|202412|||||||||0|
1000000646|202312|588000|758|||||||758|
1000000646|202412|285000|419|||||29830|46|465|
1000000648|202112|4990613|5916|||||||5916|
1000000648|202212|3618351|4586|||||||4586|
1000000648|202312|46310000|59606|||||||59606|
1000000648|202412|6232596|9162|||||||9162|
1000000650|202312|||||||||0|
1000000650|202412|||||||||0|
1000000655|202112|0|4444038|0|30461|||0|413654|4917120|
1000000655|202212|0|4175673|0|11068|||0|403682|4606829|
1000000655|202312|0|3801757|0|292325|||0|631485|4770322|
1000000655|202412|0|4073413|0|521934|||0|558248|5207726|
1000000658|202112|677980|804|||||||804|
1000000658|202212|678000|859|||||||859|
1000000658|202312|678000|874|||||||874|
1000000658|202412|||||||||0|
1000000660|202112|||0|19|||||60|
1000000660|202212|||||||||44|
1000000660|202312|||||||||31|
1000000665|202212|||||6642734|1205|78825|107|1312|
1000000666|202112|||37247280|384|||||384|
1000000666|202212|1800000|2281|12404300|118|||||2399|
1000000666|202312|||145504300|1328|||||1328|
1000000666|202412|||4924300|46|||||46|
1000000669|202112|2560067|3035|||||||3035|
1000000669|202212|1592571|2018|||||||2018|
1000000669|202312|1072352|1383|||||||1383|
