V_BZNO|LA_XPO_AM_2021_1|DME_AM_2021_1|TOT_SEL_AM_2021_1|LA_XPO_AM_2021_2|DME_AM_2021_2|TOT_SEL_AM_2021_2|LA_XPO_AM_2021_3|DME_AM_2021_3|TOT_SEL_AM_2021_3|LA_XPO_AM_2021_4|DME_AM_2021_4|TOT_SEL_AM_2021_4|LA_XPO_AM_2022_1|DME_AM_2022_1|TOT_SEL_AM_2022_1|LA_XPO_AM_2022_2|DME_AM_2022_2|TOT_SEL_AM_2022_2|LA_XPO_AM_2022_3|DME_AM_2022_3|TOT_SEL_AM_2022_3|LA_XPO_AM_2022_4|DME_AM_2022_4|TOT_SEL_AM_2022_4|LA_XPO_AM_2023_1|DME_AM_2023_1|TOT_SEL_AM_2023_1|LA_XPO_AM_2023_2|DME_AM_2023_2|TOT_SEL_AM_2023_2|LA_XPO_AM_2023_3|DME_AM_2023_3|TOT_SEL_AM_2023_3|LA_XPO_AM_2023_4|DME_AM_2023_4|TOT_SEL_AM_2023_4|LA_XPO_AM_2024_1|DME_AM_2024_1|TOT_SEL_AM_2024_1|LA_XPO_AM_2024_2|DME_AM_2024_2|TOT_SEL_AM_2024_2|LA_XPO_AM_2024_3|DME_AM_2024_3|TOT_SEL_AM_2024_3|LA_XPO_AM_2024_4|DME_AM_2024_4|TOT_SEL_AM_2024_4|LA_XPO_AM_2025_1|DME_AM_2025_1|TOT_SEL_AM_2025_1|LA_XPO_AM_2025_2|DME_AM_2025_2|TOT_SEL_AM_2025_2|LA_XPO_AM_2025_3|DME_AM_2025_3|TOT_SEL_AM_2025_3|LA_XPO_AM_2025_4|DME_AM_2025_4|TOT_SEL_AM_2025_4|
1000021694||||||||||||||||||||||0|43865|43865|||||||||||||||||||||||||||||||||||||
1000021722||||||||||0|18313|18313||||||||||||||||||||||0|19920|19920|||||||||||||||||||||||||
1000021921||||||||||||||||||||||0|2972|2972||||||||||0|3312|3312|||||||||||||||||||||||||
1000022456||||||||||0|5890|5890||||||||||0|7176|7176||||||||||0|8874|8874|||||||||||||||||||||||||
1000022904||||||||||||||||||||||||||||||||||0|15632|15632||||||||||0|14562|14562||||||||||0|10066|10066|
1000023047||||||||||0|7837|7837|||||||||||||||||||||||||||||||||||||||||||||||||
1000023081||||||||||0|1620|1620||||||||||0|2084|2084|||||||||||||||||||||||||||||||||||||
1000023491||||||||||0|338|338||||||||||0|369|369||||||||||0|165|165|||||||||||||||||||||||||
1000023603||||||||||0|571623|571623||||||||||0|703556|703556||||||||||||||||||||||||||||||||||0|719440|719440|
1000023775|109346|102428|211774|194802|265007|459809|390437|282685|673122|304133|592518|896651|30637|143125|173762|96008|290002|386010|135026|372604|507630|233153|493544|726697|72910|127510|200420|110981|240644|351625|129007|347035|476042|150584|448509|599093|9919|84201|94120|35331|260181|295512|64695|433595|498290|88466|599612|688078|7506|81596|89102|21963|268855|290818|48400|377266|425666|75285|534813|610098|
1000023781||||||||||0|9802|9802||||||||||||||||||||||0|9943|9943||||||||||0|9831|9831||||||||||0|29078|29078|
1000023986|376|4678|5054|616|8221|8837|1179|11599|12778|2908|13278|16186|0|3178|3178|0|4897|4897|2272|4426|6698|2712|6991|9703|433|3431|3864|825|6964|7789|0|12634|12634|0|16393|16393|0|5149|5149|0|10870|10870|0|14919|14919|0|20734|20734|0|4129|4129|0|8937|8937||||0|12651|12651|
1000024044||||||||||||||||||||||||||||||||||||||||||||||0|1300|1300|||||||||||||
1000024049||||||||||||||||||||||||||||||||||||||||||||||0|3315|3315|||||||||||||
1000024162||||||||||||||||||||||||||||||||||||||||||||||0|3261|3261|||||||||||||
1000024840||||||||||0|3856|3856||||||||||0|3900|3900||||||||||0|2695|2695|||||||||||||||||||||||||
1000025440|0|12785|12785|0|26110|26110|0|42863|42863|0|66070|66070|0|24277|24277|0|50120|50120|0|72788|72788|0|99891|99891|0|26552|26552|0|50999|50999|0|73643|73643|0|99143|99143|0|20055|20055|0|38680|38680|0|55187|55187|0|74780|74780|0|14199|14199|0|28066|28066|0|43438|43438|0|57967|57967|
1000025534||||||||||||||||||||||||||||||||||0|2810|2810||||||||||0|1913|1913|||||||||||||
1000026355||||||||||0|4000|4000||||||||||0|4000|4000||||||||||||||||||||||0|391|391|||||||||||||
1000026161|||||||0|400|400|||||||||||||0|400|400||||||||||0|1927|1927|||||||||||||||||||||||||
1000021318||||||||||||||||||||||||||||||||||||||||||||||0|8967|8967|||||||||||||
1000013107||||||||||0|2162|2162||||||||||0|2000|2000||||||||||0|1823|1823|||||||||||||||||||||||||
1000005273||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|461718|461718|
1000005568|2880|132017|134897|5426|272854|278280|7946|408811|416757|12643|546502|559145|2746|156435|159181|8663|312544|321207|11299|473068|484367|25895|609914|635809|1687|144018|145705|5604|293803|299407|7949|440617|448566|10068|589086|599154|1899|148772|150671|4173|298238|302411|6967|449998|456965|8991|602106|611097|2341|131678|134019|4670|265771|270441|7829|406512|414341|9954|549690|559644|
1000005479||||||||||||||||||||||0|19721|19721|||||||||||||||||||||||||||||||||||||
1000023968||||||||||||||||||||||||||||||||||||||||||||||0|88375|88375|||||||||||||
1000026255||||||||||0|6595|6595|||||||||||||||||||||||||||||||||||||||||||||||||
1000025719||||||||||||||||||||||0|2414020|2414020|||||||||||||||||||||||||||||||||||||
1000026600||||||||||||||||||||||||||||||||||||||||||||||0|62658|62658|0|15395|15395|0|30003|30003|0|45097|45097|0|59972|59972|
1000026472||||||||||0|35|35|||||||||||||||||||||||||||||||||||||||||||||||||
1000025026||||||||||||||||||||||||||||||||||0|6800|6800|||||||||||||||||||||||||
1000009326|32628|45407|78035|52875|93288|146163|85825|129435|215260|100600|183648|284248|19671|57184|76855|72510|94078|166588|96404|166656|263060|143105|221497|364602|46834|66300|113134|93891|127869|221760|144311|190091|334402|176460|285691|462151|41332|81044|122376|98004|168810|266814|143499|237005|380504|186139|324433|510572|38135|91586|129721|110816|159433|270249|164102|235489|399591|212256|319781|532037|
1000028304||||||||||||||||||||||0|6318|6318|||||||||||||||||||||||||||||||||||||
1000026173||||||||||0|7633|7633||||||||||0|12443|12443||||||||||0|14455|14455|||||||||||||||||||||||||
1000024923||||||||||||||||||||||||||||||||||||||||||||||0|4049|4049|||||||||||||
1000026218||||||||||0|716430|716430||||||||||0|947545|947545||||||||||||||||||||||0|948291|948291||||||||||0|995791|995791|
1000027778||||||||||0|19695|19695|||||||||||||||||||||||||||||||||||||||||||||||||
1000027833||||||||||0|1350|1350|||||||||||||||||||||||||||||||||||||||||||||||||
1000012015||||||||||0|67332|67332||||||||||0|67332|67332||||||||||0|119757|119757|0|24643|24643|0|56513|56513|25|84262|84287|25|116959|116984|0|26520|26520|3451|48071|51522|3676|66779|70455|0|97367|97367|
1000029233||||||||||||||||||||||||||||||||||0|4701|4701|||||||||||||||||||||||||
1000028978||||||||||||||||||||||441|53896|54337|0|7102|7102|0|16521|16521|470|25956|26426|611|50978|51589|4|7130|7134|4|16650|16654|4|25163|25167|4|46490|46494|0|7072|7072|9|15786|15795|9|23309|23318|72|41884|41956|
1000027726|139113|182660|321773|294616|386603|681219|439499|605618|1045117|672308|825053|1497361|231216|217601|448817|496698|432921|929619|760561|615986|1376547|996904|804931|1801835|278678|211531|490209|582561|417564|1000125|784650|638853|1423503|1013277|847628|1860905|234797|220948|455745|464245|431003|895248|647790|615128|1262918|1044268|765165|1809433|197304|181557|378861|437846|355895|793741|606580|518903|1125483|779095|705702|1484797|
1000028173||||||||||||||||||||||0|33539|33539||||||||||||||||||||||||||||||||||0|87427|87427|
1000005456||||||||||0|8335|8335||||||||||0|9410|9410|||||||||||||||||||||||||||||||||||||
1000025711|826145|138754|964899|1626227|291241|1917468|2322569|408681|2731250|2763394|520945|3284339|827360|105027|932387|1617899|189559|1807458|2425810|256403|2682213|3214097|301515|3515612|936159|82114|1018273|1895119|155265|2050384|2779922|199184|2979106|3548848|276119|3824967|885444|93667|979111|1672403|159701|1832104|2425769|221291|2647060|3156978|281084|3438062|800232|106608|906840|1681079|193468|1874547|2564309|264953|2829262|3450392|326132|3776524|
1000029491||||||||||||||||||||||||||||||||||0|4317|4317|||||||||||||||||||||||||
1000030165||||||||||0|550|550|||||||||||||||||||||||||||||||||||||||||||||||||
1000026103||||||||||||||||||||||||||||||||||0|15629|15629|||||||||||||||||||||||||
1000029663|||||||||||||||||||||||||||||||2545|131608|134153|3026|193689|196715|2252|55077|57329|4223|147344|151567|7039|202265|209304|8373|277026|285399|470|488|958|7598|16279|23877|8317|16922|25239|8982|24212|33194|
1000025944|806|2591|3397|1428|4647|6075|1366|7719|9085|2894|9369|12263|379|2339|2718|772|5330|6102|1329|8169|9498|5003|10771|15774|517|1545|2062|941|3582|4523|2002|5406|7408|5688|8127|13815|499|1538|2037|1194|3500|4694|1572|5637|7209|2564|8601|11165|481|7879|8360|1148|18252|19400|1819|27924|29743|4495|40649|45144|
1000031499||||||||||||||||||||||||||||||||||0|27767|27767|||||||||||||||||||||||||
1000028774||||||||||||||||||||||||||||||||||||||||||||||0|47509|47509|||||||||||||
1000031000||||||||||||||||||||||||||||||||||0|5263|5263||||||||||0|10021|10021|||||||||||||
1000001375||||||||||0|81535|81535||||||||||257|58336|58593||||||||||204|41115|41319||||||||||80|54236|54316||||||||||0|58346|58346|
1000024728||||||||||||||||||||||0|11791|11791||||||||||0|9090|9090||||||||||0|7737|7737||||||||||0|14562|14562|
1000001226||||799|18977|19776|1148|48964|50112|1484|82557|84041|322|28590|28912|588|64811|65399|565|99528|100093|724|136667|137391|0|28363|28363|0|59209|59209|0|86804|86804|0|116055|116055|0|25780|25780|0|50778|50778|0|74876|74876|0|99757|99757|0|24028|24028|0|53025|53025|0|83530|83530|0|110865|110865|
1000029052|8809|79949|88758|21457|159515|180972|35383|250077|285460|45975|335192|381167|0|123597|123597|0|246489|246489|0|352104|352104|0|461219|461219|0|120811|120811|0|235473|235473|0|325141|325141|0|429422|429422|0|121305|121305|0|270567|270567|0|405219|405219|0|570949|570949|0|157604|157604|0|301468|301468|0|446603|446603|0|616083|616083|
1000004759||||||||||0|780757|780757|0|239424|239424|0|530934|530934|0|861286|861286|0|1188788|1188788|0|340329|340329|0|689205|689205|0|1049067|1049067|0|1370650|1370650|0|440091|440091|0|914146|914146|0|1416254|1416254|0|1955618|1955618|0|567944|567944|0|1235461|1235461|0|1924840|1924840|0|2698320|2698320|
1000005057|332135|191649|523784|644508|406408|1050916|963511|597230|1560741|1344456|835611|2180067|410642|192843|603485|860344|430931|1291275|1342900|655627|1998527|1879794|965460|2845254|523300|256970|780270|1136549|544609|1681158|1784455|816270|2600725|0|3574266|3574266|0|938732|938732|0|1967766|1967766|0|2972984|2972984|2937956|1103572|4041528|784067|271091|1055158|1683372|582468|2265840|2503999|858357|3362356|3303640|1201609|4505249|
1000031866||||||||||||||||||||||||||||19639|9880|29519|57506|27217|84723|75879|41649|117528|34222|17958|52180|107641|46937|154578|170609|70878|241487|236123|95946|332069|74707|24192|98899|150655|47951|198606|230496|72095|302591||||
1000011792||||||||||0|1475|1475||||||||||0|2521|2521|||||||||||||||||||||||||||||||||||||
1000031081||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|16005|16005|
1000029777||||||||||||||||||||||0|15880|15880|||||||||||||||||||||||||||||||||||||
1000031422||||||||||||||||||||||||||||||||||0|141211|141211||||||||||0|196548|196548||||||||||0|215776|215776|
1000030943||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|47310|47310|
1000030916||||||||||||||||||||||0|2700|2700||||||||||||||||||||||0|2700|2700|||||||||||||
1000031184||||||||||21111|44637|65748|67704|133781|201485|135943|266784|402727|207868|408843|616711|277739|564688|842427|50975|119102|170077|109616|233520|343136|174093|335079|509172|240874|440871|681745|80134|96132|176266|166255|189047|355302|201036|330244|531280|271242|437167|708409|79667|89768|169435|156820|180917|337737|246362|273348|519710|282704|466687|749391|
1000009200||||||||||0|31209|31209||||||||||||||||||||||0|41838|41838||||||||||0|46390|46390|||||||||||||
1000008178||||||||||||||||||||||||||||||||||||||||||||||0|19857|19857||||||||||0|4211|4211|
1000008179||||||||||||||||||||||0|3939|3939||||||||||0|4869|4869|||||||||||||||||||||||||
1000006818||||||||||0|75967|75967|||||||||||||||||||||||||||||||||||||||||||||||||
1000008033||||||||||0|2004|2004||||||||||0|1597|1597||||||||||0|2836|2836||||||||||0|3179|3179||||||||||0|3000|3000|
1000008017||||||||||||||||0|6628|6628||||0|12894|12894||||||||||||||||||||||0|12227|12227|||||||||||||
1000008480||||||||||0|14366|14366||||||||||0|10813|10813||||||||||0|15019|15019||||||||||0|22962|22962||||||||||0|12946|12946|
1000008197||||||||||||||||||||||0|27774|27774|||||||||||||||||||||||||||||||||||||
1000008470||||||||||0|10270|10270||||||||||0|11703|11703||||||||||0|11171|11171|||||||||||||||||||||||||
1000007999||||||||||0|230|230|||||||||||||||||||||||||||||||||||||||||||||||||
1000025520||||||||||||||||||||||||||||0|98|98|||||||||||||||||||||||||||||||
1000008551|670982|664572|1335554|1474061|1457535|2931596|2304529|2162998|4467527|3117543|2993824|6111367|793833|917227|1711060|1671474|1922907|3594381|2472|2861|5333|3338286|3283189|6621475|722830|775334|1498164|1505406|1502335|3007741|2294678|2279644|4574322|3096158|3120896|6217054|657553|788287|1445840|1712924|1651760|3364684|2534168|2559759|5093927|3435240|3330029|6765269|1067205|876477|1943682|2041166|1791949|3833115|3051300|2668668|5719968|4035714|3552446|7588160|
1000029898||||||||||||||||||||||||||||||||||0|0|0|||||||||||||||||||||||||
1000010306||||||||||||||||||||||||||||||||||||||||||||||0|6517|6517|||||||||||||
1000009842||||||||||0|3938|3938||||||||||0|4182|4182||||||||||0|4092|4092||||||||||0|2779|2779||||||||||0|6317|6317|
1000000068|4205|136359|140564|11891|273619|285510|16369|417276|433645|26253|575562|601815|6317|147943|154260|14489|302735|317224|19926|465692|485618|0|676887|676887|5986|165385|171371|12597|342254|354851|19238|518534|537772|29787|711276|741063|2033|176186|178219|4260|344618|348878|6586|518856|525442|9836|700764|710600|1490|182030|183520|3901|369314|373215|6529|565264|571793|8835|758314|767149|
1000000083|11129|95996|107125|20162|204048|224210|25682|309945|335627|34979|430339|465318|15909|123644|139553|28118|228521|256639|40902|333139|374041|48394|458297|506691|9135|113780|122915|21955|203502|225457|31747|301230|332977|35087|405975|441062|8418|78791|87209|17293|155994|173287|26447|223521|249968|35678|329865|365543|9314|61657|70971|19413|129230|148643|29728|184884|214612|42529|229875|272404|
1000000170|33876|73368|107244|90450|164877|255327|183976|238512|422488|289247|327258|616505|102501|94844|197345|252180|185920|438100|451139|263375|714514|692545|338378|1030923|158498|89145|247643|280066|165938|446004|382783|234556|617339|458036|306806|764842|104715|65257|169972|253807|130925|384732|388749|182653|571402|477175|245893|723068|98979|55030|154009|203625|105885|309510|312542|159061|471603|406786|205704|612490|
1000000220|0|137590|137590|0|284950|284950|0|430682|430682|0|595947|595947|0|180174|180174|0|369481|369481|0|554287|554287|0|758534|758534|0|196036|196036|0|384550|384550|0|571240|571240|0|767794|767794|0|210555|210555|0|430691|430691|0|646515|646515|0|871650|871650|0|219936|219936|0|425578|425578|0|663400|663400|0|915553|915553|
1000000292|100|289500|289600|21000|598400|619400|22200|923700|945900|35800|1363200|1399000|4500|283300|287800|4600|566600|571200|4700|862200|866900|13300|1177300|1190600|25|3523|3548|12200|776500|788700|12400|1186500|1198900|14200|1703500|1717700|1|4963|4964|200|1143800|1144000|500|1609100|1609600|600|2174900|2175500|100|424700|424800|100|868400|868500|100|1332700|1332800|0|1790300|1790300|
1000000305|1015287|318515|1333802|0|4053519|4053519|0|6289843|6289843|0|8461841|8461841|0|2199096|2199096|0|4442953|4442953|0|6330129|6330129|0|7975626|7975626|968542|829710|1798252|0|3299389|3299389|2649988|2337609|4987597|3442563|3115015|6557578|926632|834219|1760851|1996147|1695012|3691159|3022419|2524715|5547134|4042134|3363821|7405955|901013|401666|1302679|1689859|767609|2457468|0|5325410|5325410|3136310|1435668|4571978|
1000000331||||||||||||||||||||||0|1583076|1583076|||||||||||||||||||||||||||||||||||||
1000000353|993600|537200|1530800|2135900|1090700|3226600|3346200|1627000|4973200|4818500|2668200|7486700|1298200|865200|2163400|2793100|1863700|4656800|4282900|2831800|7114700|5947200|4107100|10054300|1392800|1140700|2533500|3111600|2207700|5319300|4713800|3083700|7797500|6402500|4222400|10624900|1196100|1188600|2384700|2730400|2340600|5071000|4143600|3244400|7388000|5685100|4281500|9966600|1245500|852500|2098000|2763700|1512300|4276000|4319500|1952100|6271600|6271400|2757400|9028800|
1000000385|0|259626|259626|0|530959|530959|0|802464|802464|0|1097267|1097267|0|370433|370433|0|781472|781472|0|1221749|1221749|0|1404903|1404903|0|334534|334534|0|635682|635682|0|886388|886388|0|1133715|1133715|111282|36551|147833|0|546341|546341|0|836122|836122|0|1111631|1111631|0|322506|322506|0|663447|663447|0|992424|992424|0|1338757|1338757|
1000000502||||||||||0|5026|5026|||||||||||||||||||||||||||||||||||||||||||||||||
1000000517|6728500|149800|6878300|13526600|321700|13848300|20598800|472700|21071500|29245500|632600|29878100|6302700|190800|6493500|11777200|370900|12148100|18483000|519800|19002800|25686500|678200|26364700|4278700|132400|4411100|8853300|296300|9149600|13482400|452500|13934900|20697300|633500|21330800|4998800|254200|5253000|11442500|518700|11961200|18042300|740200|18782500|25608100|1007200|26615300|5825100|240200|6065300|11150000|502300|11652300|17874300|734900|18609200|24819600|990500|25810100|
1000000629||||||||||0|14346|14346||||||||||0|14346|14346||||||||||0|14184|14184|||||||||||||||||||||||||
1000000704|36191|45790|81981|86457|84496|170953|122401|148953|271354|209181|168200|377381|68205|39304|107509|169697|61732|231429|244359|70650|315009|0|565107|565107|0|161355|161355|0|340045|340045|0|510851|510851|0|661556|661556|0|136257|136257|0|265317|265317|0|381296|381296|0|515379|515379|0|148569|148569|0|317983|317983|259402|140989|400391|0|556647|556647|
1000000721|0|878992|878992|0|1784386|1784386|0|2718377|2718377|0|3664260|3664260|0|928001|928001|0|1906163|1906163|0|2875915|2875915|0|3856134|3856134|0|948295|948295|0|1954463|1954463|0|2962136|2962136|0|3966520|3966520|0|1001835|1001835|0|2084095|2084095|0|3184431|3184431|0|4310141|4310141|0|1174919|1174919|0|2433794|2433794|0|3688194|3688194|0|4963566|4963566|
1000000803||||||||||0|74826|74826|||||||||||||||||||||||||||||||||||||||||||||||||
1000000843||||||||||0|48831|48831||||||||||0|112074|112074||||||||||0|110522|110522||||||||||||||||||||||0|124913|124913|
1000000913||||||||||||||||||||||||||||||||||0|173982|173982||||||||||||||||||||||0|278528|278528|
1000000935||||||||||0|13074|13074||||||||||0|9106|9106||||||||||||||||||||||||||||||||||0|8842|8842|
1000000980||||||||||||||||||||||0|6217|6217|||||||||||||||||||||||||||||||||||||
1000001009||||0|11786|11786|0|18356|18356|0|27211|27211|0|5603|5603|0|12540|12540|0|19509|19509|0|28578|28578|0|5707|5707|0|12855|12855|0|20077|20077|0|29380|29380|0|5550|5550|0|12248|12248|0|19192|19192|0|28956|28956|0|5696|5696|0|13128|13128|0|20331|20331|0|30559|30559|
1000001117|0|23885|23885|0|48311|48311|0|74746|74746|0|94462|94462|0|23447|23447|0|49718|49718|0|81425|81425|0|112286|112286|0|31918|31918|0|63231|63231|0|97160|97160|0|132391|132391|0|34296|34296|0|66930|66930|0|98165|98165|0|128772|128772|0|31237|31237|0|63585|63585|0|96450|96450|0|129700|129700|
1000001261||||||||||0|7700|7700||||||||||||||||||||||0|8190|8190||||||||||0|6626|6626||||||||||0|10670|10670|
1000001403||||||||||0|12282|12282||||||||||||||||||||||0|12282|12282|||||||||||||||||||||||||
1000001432||||||||||0|36269|36269||||||||||0|36475|36475||||||||||0|39109|39109||||||||||||||||||||||0|32152|32152|
1000001567|7365|1511|8876|13634|3790|17424|22674|5011|27685|33022|5927|38949|12717|280|12997|24654|1678|26332|36939|2837|39776|48874|6699|55573|20837|1311|22148|32101|2486|34587|46902|3346|50248|57715|5498|63213|6058|1036|7094|11558|1710|13268|20328|2668|22996|28406|4193|32599|9669|493|10162|18275|1477|19752|29786|1477|31263|40410|3740|44150|
1000001611||||||||||0|3005|3005||||||||||0|3012|3012||||||||||0|2710|2710|||||||||||||||||||||||||
1000001618|185401|93751|279152|396941|205483|602424|934533|76360|1010893|1410788|93324|1504112|452481|228146|680627|1283725|628706|1912431|3298546|245624|3544170||||0|2064413|2064413|0|4081596|4081596|0|5985402|5985402|6058569|1201631|7260200|777442|243152|1020594|1411207|473477|1884684|1773827|705136|2478963|2163625|964228|3127853|603579|203250|806829|1314213|424318|1738531|1842537|855379|2697916|2328260|1084759|3413019|
1000001652|1644|124234|125878|3191|252115|255306|4678|385189|389867|5949|521503|527452|1207|137856|139063|2486|282749|285235|4507|428885|433392|6017|576858|582875|1270|149809|151079|1648|302340|303988|3539|463666|467205|7803|619996|627799|1653|163275|164928|3867|324247|328114|5726|492377|498103|7386|668687|676073|1818|170503|172321|3395|345228|348623|11914|530409|542323|22495|709104|731599|
1000001671|0|63|63|0|130798|130798|0|207706|207706|0|321223|321223|0|48291|48291|0|122597|122597|0|203503|203503|0|389494|389494|0|56588|56588|0|157696|157696|0|279593|279593|0|477141|477141|0|74460|74460|0|176916|176916|0|287366|287366||||0|79392|79392|0|171286|171286|0|265983|265983|0|457407|457407|
1000001681||||||||||0|5197|5197|||||||||||||||||||||||||||||||||||||||||||||||||
1000001709||||||||||||||||||||||0|33595|33595|||||||||||||||||||||||||||||||||||||
1000001731|0|1499070|1499070|0|3162619|3162619|0|0|0|0|6817600|6817600|0|1845221|1845221|0|3891003|3891003|0|5948336|5948336|0|8220079|8220079|0|2280442|2280442|0|4688347|4688347|0|7133639|7133639|0|9670644|9670644|0|2526054|2526054|0|5136541|5136541|0|7852098|7852098|0|10737719|10737719|0|2786783|2786783|0|5701868|5701868|0|8839923|8839923|0|12035007|12035007|
1000001766||||||||||0|155064|155064||||||||||0|194096|194096||||||||||0|174047|174047||||||||||0|241714|241714||||||||||0|301689|301689|
1000001904|970|158676|159646|1255|270450|271705|1277|392288|393565|0|1026749|1026749|0|295804|295804|0|579983|579983|0|925094|925094|0|1208367|1208367|0|254012|254012|0|493780|493780|0|754742|754742|0|1001976|1001976|0|244782|244782|0|524191|524191|0|773983|773983|0|1014156|1014156|0|261122|261122|0|514155|514155|0|797677|797677|0|1070115|1070115|
1000002019|0|18103|18103|0|17628|17628|0|22720|22720|0|30562|30562|0|7500|7500|0|16774|16774|0|24141|24141|0|30266|30266|0|6523|6523|0|12872|12872|0|19896|19896|0|27782|27782|0|8358|8358|0|7095|7095|0|24848|24848|0|32741|32741|0|8005|8005|0|15564|15564|0|23141|23141|0|40796|40796|
1000002088|0|23346|23346|0|49423|49423|0|79144|79144|0|110373|110373|0|29118|29118|0|59664|59664|0|93249|93249|0|129250|129250|0|36324|36324|0|74783|74783|0|114454|114454|0|153076|153076|0|37076|37076|0|75129|75129|0|114573|114573|0|159308|159308|0|45990|45990|0|90516|90516|0|136274|136274|0|187435|187435|
1000002100|24112|803692|827804|292572|1345234|1637806|75271|2527612|2602883|101951|3388673|3490624|26209|921704|947913|56046|1856083|1912129|82759|2944020|3026779|110380|3913199|4023579|29873|1050883|1080756|60758|2072031|2132789|90252|3250022|3340274|116839|4244007|4360846|31582|1087435|1119017|64239|2116322|2180561|93962|3306931|3400893|124976|4358637|4483613|36083|1158731|1194814|81249|2269331|2350580|114117|3596145|3710262|144721|4733009|4877730|
1000002136||||||||||0|23067|23067||||||||||||||||||||||0|37415|37415||||||||||0|39287|39287||||||||||0|36320|36320|
1000002644||||||||||0|1500|1500|||||||||||||||||||||||||||||||||||||||||||||||||
1000003008||||||||||0|13606|13606|||||||||||||||||||||||||||||||||||||||||||||||||
1000003162||||||||||0|41984|41984||||||||||0|51489|51489||||||||||0|58180|58180|||||||||||||||||||||||||
1000003279||||||||||0|142109|142109||||||||||||||||||||||0|193343|193343|||||||||||||||||||||||||
1000003295||||||||||||||||||||||0|2624|2624||||||||||0|2624|2624|||||||||||||||||||||||||
1000003306|13610|8049|21659|21664|19297|40961|31530|24528|56058|40622|42528|83150|8256|16171|24427|20843|32086|52929|43306|44394|87700|62912|63715|126627|18732|19321|38053|53561|33811|87372|80910|45014|125924|72277|58345|130622|10633|11217|21850|65817|24989|90806|81391|31429|112820|102923|38147|141070|15193|8450|23643|14495|23799|38294|27577|19436|47013|47722|27252|74974|
1000003360||||||||||0|7004|7004||||||||||||||||||||||0|8705|8705||||||||||0|12224|12224||||||||||0|7443|7443|
1000003375|0|398294|398294|0|863629|863629|0|1249995|1249995|0|1793104|1793104|0|450878|450878|0|975045|975045|0|1409703|1409703|0|1968540|1968540|0|441395|441395|0|915463|915463|0|1332324|1332324|0|1900726|1900726|0|446637|446637|0|915789|915789|0|1396815|1396815|0|1956269|1956269|0|430250|430250|0|885996|885996|0|1284641|1284641|0|1882430|1882430|
1000003528||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|12695|12695|
1000003610||||||||||||||||||||||0|9566|9566||||||||||0|9566|9566||||||||||0|12742|12742|||||||||||||
1000003629||||||||||0|4893|4893||||||||||0|5081|5081||||||||||||||||||||||0|9568|9568||||||||||0|13594|13594|
1000003635||||||||||||||||||||||||||||||||||||||||||||||0|4670|4670|||||||||||||
1000003684||||||||||||||||||||||||||||||||||0|27901|27901|||||||||||||||||||||||||
1000003745||||||||||0|8953|8953|||||||||||||||||||||||||||||||||||||||||||||||||
1000003821||||||||||||||||||||||||||||||||||||||||||||||0|4107|4107|||||||||||||
1000003884||||||||||||||||||||||0|5692|5692||||||||||0|6815|6815|||||||||||||||||||||||||
1000003914||||||||||||||||||||||||||||||||||||||||||||||0|53278|53278|||||||||||||
1000003990||||||||||||||||||||||0|103729|103729||||||||||||||||||||||0|98403|98403|||||||||||||
1000003993||||||||||||||||||||||||||||||||||||||||||||||0|11806|11806|||||||||||||
1000004116||||||||||0|5789|5789||||||||||0|6524|6524||||||||||0|8495|8495|||||||||||||||||||||||||
1000004161||||0|6254|6254|0|9573|9573|0|31953|31953|0|3094|3094|0|6352|6352|0|9431|9431|0|21642|21642|0|3203|3203|0|6593|6593|0|9890|9890|0|26892|26892|0|2296|2296|0|4594|4594|0|6992|6992|0|12091|12091|0|2081|2081|0|4189|4189|0|6277|6277|0|15086|15086|
1000004354||||||||||0|280630|280630|||||||||||||||||||||||||||||||||||||||||||||||||
1000004605||||||||||0|8047|8047|||||||||||||||||||||||||||||||||||||||||||||||||
1000005052||||||||||0|832026|832026||||||||||||||||||||||0|840556|840556||||||||||0|939655|939655||||||||||0|848894|848894|
1000005129|0|31853|31853|0|76459|76459|0|115895|115895|0|153426|153426|0|37775|37775|0|90825|90825|0|141490|141490|0|182649|182649|0|39591|39591|0|89441|89441|0|140321|140321|0|185491|185491|0|43030|43030|0|94353|94353|0|141470|141470|0|181957|181957|0|37883|37883|0|83894|83894|0|126606|126606|0|160876|160876|
1000005215||||||||||0|2426|2426||||||||||0|2261|2261||||||||||0|2882|2882||||||||||0|2041|2041|||||||||||||
1000005248||||||||||0|542|542|||||||||||||||||||||||||||||||||||||||||||20|11346|11366|40|13197|13237|
1000005617||||||||||0|2900|2900||||||||||||||||||||||0|4306|4306||||||||||0|4061|4061|||||||||||||
1000005771||||||||||||||||0|0|0|||||||||||||||||||||||||||||||||||||||||||
1000005837||||||||||||||||||||||||||||||||||||||||||||||0|1014|1014||||||||||0|2093|2093|
1000005863||||||||||||||||||||||0|6305|6305|||||||||||||||||||||||||||||||||||||
