V_BZNO|KIS_LS_FNA_MKS_2021|KIS_LS_FNA_MKS_2022|KIS_LS_FNA_MKS_2023|KIS_LS_FNA_MKS_2024|KIS_LS_FNA_MKS_2025|
가상_사업자번호|최종재무평점_2021|최종재무평점_2022|최종재무평점_2023|최종재무평점_2024|최종재무평점_2025|
1000013885|8|7|8|8|8|
1000013893|6|5|4|||
1000013911|6|6|6|6|7|
1000013934|8|7|9|8|8|
1000013940|5|5|4|4|4|
1000013962|5|4|4|4||
1000013997|4|4|4|||
1000014012|3|3|3|4|3|
1000014043|5|6||||
1000014064|4|6|5|4|4|
1000014097|8|8|10|10||
1000014100|5|6|5|4|4|
1000014117|5|5|5|5||
1000014119|4|6|6|8|6|
1000014151|7||8|8|8|
1000014163|5|||||
1000014207|3|4|4|||
1000014227|7|6|6|6|7|
1000014272|7|9|10|||
1000014287|8|7|7|6||
1000014293|5|5|5|5|5|
1000014304|6|6|8|7||
1000014307||6|6|6||
1000014321|5|4||||
1000014322|6|8|6|||
1000014346|8|8|6|8||
1000014348|7|6||6|6|
1000014349|5|6|8|||
1000014387|6|6|6|6||
1000014441|4|4|5|5|5|
1000014444|8|6|8|8|8|
1000014451|6|5|5|6|5|
1000014489|3|4|3|4|3|
1000014523|4|4|5|4|8|
1000014547|4|4|4|4|4|
1000014551|4|4|5|5|4|
1000014574|6|6|7|7|7|
1000014609|6|5|5|4||
1000014629|5|6|7|6||
1000014633|6|5|7|6|6|
1000014673|6|7|6|||
1000014694||||4||
1000014697||5||4||
1000014716|5||||4|
1000014718|6|||6||
1000014727|4|4|5|5|5|
1000014738|4|4|5|4|4|
1000014753|6|7||||
1000014762|5|6|6|6||
1000014770|4|5||5|4|
1000014772|6|5|6|6||
1000014777|6||6|6||
1000014785|5|4|4|5|5|
1000014789|4|4|4|4|4|
1000014799|||4|3||
1000014801|5|5||||
1000014807||6||5||
1000014820|6|8|8|10||
1000014823||4||8||
1000014826|4|5|7|6|5|
1000014846|5|5|5|9|10|
1000014852|9|8|9|10||
1000014856|4|4|4|5|5|
1000014880|5|5|6|6|9|
1000014885|5|5|6|6||
1000014896|3|3|4|3||
1000014908|6||5|5||
1000014909|7|8|8|7||
1000014930|6|5|6|6||
1000014968|5|5|6|6|6|
1000014978||||6||
1000014984|4|6|5|4||
1000015002|5|4|5|6|5|
1000015034|8|7|6|6|6|
1000015046||||6|6|
1000015063|4|5|5|5|4|
1000015076|4|7|5|||
1000015084|5|5||5|6|
1000015096|6|5|6|5|5|
1000015117|5|5|4|4||
1000015127|6|5|6|6||
1000015137|4|4|4|4|5|
1000015159|4|||4||
1000015224|9|||||
1000015230|6|6|7|6|6|
1000015271|6|6|6|6|8|
1000015287|5|5|6|6|8|
1000015288||5|6|6|6|
1000015290|5|5|5|4||
1000015346|5|6|5|5|5|
1000015375|||5|5||
1000015390|6|6|6|6||
1000015422|6|6|5|5|5|
1000015429|8|6|9|9|8|
1000015436|7|5|6|6|6|
1000015490|5|6|7|6|5|
1000015524||6|6|5|6|
1000015529|6|9|10|10|8|
1000015535|||5|5||
1000015550|8|7|6|8|8|
1000015559||6|7|6||
1000015563|4|4|4|4|4|
1000015564|3|4|4|4|4|
1000015570|5|7|7|6||
1000015582|6|7|8|9|9|
1000015583|6||7|7|6|
1000015585|6|5|4|5||
1000015586|6|5|4|5|5|
1000015638|4|4|4|3|3|
1000015648|6|5|6|8|7|
1000015684|5|5|6|5|5|
1000015715|5|4|5|5|5|
1000015750|8|8|8|8|8|
1000015782|4|4||4|5|
1000015843|6|6|10|10||
1000015896|4||6|5|6|
1000015906|5|||5||
1000015945|7|7|8|7|7|
1000015951|5|5|5|5|6|
1000015983|6|7|7|7|6|
1000015984|5|6|6|5|5|
1000016002|8|8|8|8|8|
1000016003|5|6|6|5|6|
1000016026|6|6|6|4|5|
1000016032|4|5|4|4|5|
1000016043|4|4|4|4|4|
1000016050|7|7|7|5||
1000016051|6|6|6|6|6|
1000016052|7|7|9|||
1000016054||4|4|5||
1000016060|4|4|4|4|4|
1000016062|7|8|6|6|6|
1000016094|6|6|6|6||
1000016097|4|4|4|4||
1000016100|4|4|4|4|4|
1000016170|9|9|9|9||
1000016172|8|7|7|7|8|
1000016177|4|4|4|4|4|
1000016205||||4||
1000016216|8|8|8|8|8|
1000016244|||4|||
1000016254|5|7|5|6|8|
1000016255|4|4|5|5|5|
1000016275|8|8|6|8|8|
1000016309|6|7|6|6||
1000016310|6|5|5|6|6|
1000016337|8|6|7|5|6|
1000016339|4|4|4|5||
1000016369|8|8|8|9|9|
1000016408|5|5|6|6|6|
1000016413|5|5|6|6|6|
1000016430|3|4|4|||
1000016449|4|5|8|7|7|
1000016585|5|5|5|4|4|
1000016596|9|8|10|10||
1000016597|5|6||8|4|
1000016626|5|4|5|4|4|
1000016688|5|6||||
1000016697|7|6|4|3|4|
1000016700|5|6|7|6||
1000016708|4|5|5|7||
1000016724|3||3|||
1000016733|5|6|5|5|6|
1000016742|4|3|3||3|
1000016771|8|8|9|10||
1000016782|4|4|6|6|6|
1000016787|7|10||||
1000016798|7|8|5|5|4|
1000016812|6|8|8|8|8|
1000016833|9|10||||
1000016843|7||6|6|6|
1000016872|5|5|5|5||
1000016902|4|4|5|5|5|
1000016938|6|5|6|6|6|
1000016946|4|4|3|4|4|
1000016950|8|6|6|6|7|
1000016963|6||6|5|4|
1000016977|3|3|3|3|3|
1000016985|3|4|4|4|3|
1000016986|4|4|4|4|4|
1000016994|4|4|5|5|5|
1000017016|5|5|6|5|6|
1000017029|3|3|4|3|3|
1000017076|9|||||
1000017080|6|5|5|6|5|
1000017105|4|4|4|4|3|
1000017126|4|5|5|6|5|
1000017128|7|6|6|8|7|
1000017166|7|8|8|8|8|
1000017187|5|4||||
1000017217|6|8|10|10|10|
1000017225|4|5|4|4|4|
1000017229|4|4|4|4||
1000017263|3|6|6|5|6|
1000017307|5|6|6|7|7|
1000017312|9|10||||
1000017376|5|4|6|7|6|
1000017388|3|4||||
1000017396|7|7|7|7|6|
1000017433|4|6|8|4|4|
1000017468|5|5|5|5||
1000017517|4|4|3||4|
1000017524|9|9|9|8|10|
1000017525|6|5|8|6|6|
1000017529|5|4|5|4|4|
1000017568|3|3|4|3|2|
1000017579|7|7|8|8|6|
1000017583||||4||
1000017623|3|||4||
1000017632||4||3||
1000017634|7|6|7|8|7|
1000017639|6|7|9|9||
1000017683|8|6|7|6|6|
1000017708|4|4|4|4|4|
1000017757|7|8|8|||
1000017783||6|7|9|10|
1000017820|8|10||||
1000017832|5|5|5|6|4|
1000017840|4|4|4|5|6|
1000017857||5|6|6||
1000017862|5|7|6|6||
1000017870|6|5|6|6||
1000017874|4|4|5|5|6|
1000017879|4|5|6|6|7|
1000017888|8|9|10|||
1000017909||5|6|||
1000017919|7|7|6|6|6|
1000017930|5|5|6|6|6|
1000017970||8||8||
1000018020|9|||||
1000018021|8|||||
1000018049|||2|||
1000018054|5|6|5|6||
1000018064|||6|5||
1000018098|5|5|7|6|6|
1000018112|4|4|4|4||
1000018113|4|||4|4|
1000018198||||5||
1000018208|4|5|4|3|3|
1000018209|4|4|4|4|4|
1000018232|6|6|6|7|5|
1000018241|3|3|3|4|4|
1000018250|4|4|3|3|3|
1000018271|7|7|6|6|4|
1000018290|5|6|6|8|7|
1000018307|5|5||4|4|
1000018327|5|8|5|5|7|
1000018336|6|7|8|8|7|
1000018337|7|6|7|8|7|
1000018347|6|6|5|5|6|
1000018362|5|6|5|6||
1000018384|5|5|4|5|4|
1000018391|||4|5||
1000018412|9|9|9|8|6|
1000018414|7|8|8|8|6|
1000018449|6|7|6|6|8|
1000018493|3|3|3|3|3|
1000018528|4|4|4|4|4|
1000018533|6|6|7|5|5|
1000018543|4||5|6||
1000018562|9|9|8|6|6|
1000018580|5|6||||
1000018597|4|5|4|||
1000018681|3||4|||
1000018705||5||||
1000018782|4|4|4|4|3|
1000018793|8|9||9||
1000018802|6|6|7|6|6|
1000018838|5||5|6|7|
1000018841|5|5|8|6|6|
1000018852||7|8|||
1000018886|4|4|4|4|4|
1000018893|6|6|4|6|5|
1000018894|5|5|4|3|3|
1000018929|5|7|7|8|8|
1000018947|5|4|5|4|4|
1000018959||4|4|3||
1000018961|6|5|5|6|6|
1000018972|5|4|3|4|3|
1000018974|5||8|5|5|
1000018983|6|9|9|8||
1000018991|6|4|5|4|4|
1000018993|5|5|5|5|4|
1000019003|5|5|4|4|5|
1000019009|8|5|4|||
1000019024|4|4|3|4||
1000019036|4|||||
1000019058|5|5|4|4||
1000019104|6|6||6||
1000019110|6|5|5|5|5|
1000019150|6|5||||
1000019183|5|6|6|5|6|
1000019186||5|6|6||
1000019189||4||4||
1000019217|6|7|7|8||
1000019229|5|8|7|7|6|
1000019315||3|3|3||
1000019350|||5|4||
1000019353|5|6|4|3|3|
1000019371|5|4|4|5|5|
1000019411|5|6|5|6|6|
1000019417|5|9||10|10|
1000019427|5|||5||
1000019438|8|7|7|7||
1000019452|8|8||8|8|
1000019455|8|8|9|10||
1000019486|4|4|4|||
1000019525|8|8|9|7||
1000019531|6||6|8|8|
1000019550|5|6|5||8|
1000019552||7|7|10|10|
1000019606|10|||||
1000019607||4||||
1000019639|5|5|6|6|6|
1000019650|5|5|6|5||
1000019657|7|8|9|9|8|
1000019668|5|5|5|4|4|
1000019741|6|6|5|6||
1000019744||5|5|6|5|
1000019758|7|8|7|7|8|
1000019806|6|4|5|4||
1000019807|8|8|8|9|8|
1000019820|6|5|4|4||
1000019836|4|4|4|4||
1000019840|4|4|4|4||
1000019856|6|8|8|8||
1000019867|4|4|5|4|3|
1000019891|4|4|3|5|4|
1000019912|8|8|9|9|9|
1000019913||4||4||
1000019928|5|4|4|4||
1000019947|4|4||||
1000019969|7|9||9||
1000020016||5|||4|
1000020032|4|4|4|4||
1000020057|4|4|4|4|4|
1000020062|5|4|4|5|5|
1000020125|3|||2||
1000020128|6|7|6|7|6|
1000020134|6|3|4|4|4|
1000020163|7|8|8|9||
1000020167|5|5|5|5|6|
1000020182|5|5|||5|
1000020220|8|8|8|9||
1000020242|8|7|6|6|5|
1000020248|4|4|4|4||
1000020270|5|6|6|6||
1000020299|5|4|5|4||
1000020305|8|8||||
1000020312|5|4|4|5|5|
1000020335|9|||||
1000020368||5|5|||
1000020374|5|5|4|4|4|
1000020379|5||6|5||
1000020402|10|10|9|9|9|
1000020412||8||8||
1000020432|4|3|4|4||
1000020441|3|4|5|3|7|
1000020455|4|4|6|5|8|
1000020462||4|5|5||
1000020468|6|6|7|6|6|
1000020480||7|9|10|10|
1000020484|7|8|8|9||
1000020487|8|8|8|9|9|
1000020494|4|4|3|4||
1000020497||6|6|5|5|
1000020500|7|6|6|8||
1000020502|5|5|5|5|5|
1000020506|5|6|6|6|7|
1000020510|7|7|8|7|7|
1000020568|6|6|6|8||
1000020603|5|5|5|||
1000020606|4||5|7|6|
1000020616|6|5|9|||
1000020619|5|5|4|3||
1000020692|9|10|9|||
1000020695|5|6|6|6|6|
1000020705|4|4|6|4|5|
1000020711|7|6||6|6|
1000020731|6|5|5|5|5|
1000020773|5|5||5||
1000020836|5|6|5|5|4|
1000020899|||5|5|5|
1000020921|8|9|10|||
1000020929|3|3|3|4|4|
1000020960|4|5||4||
1000020963|5|5|5|5|5|
1000020980||5||6|6|
1000020981|6|5||5||
1000020990|6|6|5|7||
1000021005|3|4|4|5||
1000021048|5|5|5|5||
1000021057|5|4||||
1000021059|4|3|4|3||
1000021089||4|5|6|6|
1000021091|5|6|6|8||
1000021094||6|6|6|6|
1000021128|4|4||||
1000021162||8|10|||
1000021170|8|8||||
1000021230|4|4|5|4||
1000021245|4|4|4|5||
1000021255|5|6|5|6||
1000021283|5|4|5|||
1000021296|5|5|5|5|5|
1000021310|6|7|6|5||
1000021339|9|8|8|||
1000021351|6|5|5|4||
1000021409|6|6||7||
1000021430|4|5|5|5||
1000021435|5|5|6|6|5|
1000021444|||5|5||
1000021461|7|7|9|8||
1000021476|||5|5||
1000021483|9|7|6|5|4|
1000021540|7|8|6|7|6|
1000021550|6|5|4|4|4|
1000021553|4|7|8|7|8|
1000021603||||5||
1000021634|5|5|8|8|6|
1000021641|7|8|8|7|7|
1000021642|4|4|6|5|6|
1000021686|9|9||||
1000021694|8|4|6|9||
1000021714|9|9|9|9||
1000021722|3|4|4|5|5|
1000021749|6|6|6|5|5|
1000021808|9|8|8|8|7|
1000021821|7|8|7|7|6|
1000021822|5|5|5|6|6|
1000021828|5|6|5|6|6|
1000021891|||4|4||
1000021921|6|6|5|5|5|
1000021933|5|6|6|6||
1000021946|7|6|7|6|7|
1000022009|5|6|6|||
1000022016|||7|7|7|
1000022065|6|6||5|5|
1000022085|5|6|6|5|4|
1000022088|7||||6|
1000022091|9|9|9|||
1000022104|3|4|4|5|5|
1000022133||4||5|4|
1000022137|5|6|6|6|6|
1000022149|3||4|||
1000022151||5|4|6||
1000022221|3|4|4|5|5|
1000022223|6|6|6|10||
1000022235|3|3|2|2|2|
1000022266|9|||||
1000022279|7|9|6|7|8|
1000022306|6|8|7|7|6|
1000022325|8|9|9|10||
1000022375|5|6|6|6|7|
1000022398|4|||||
1000022422||3|4|4||
1000022429|8|8|8|8|7|
1000022435|6|6||||
1000022445|||4|5||
1000022456|4|3|4|4|4|
1000022508|||7|6||
1000022530|6|9|9|||
1000022566|8|7|6|6|7|
1000022665|6|6|5|5|5|
1000022691|6|8|8|8|7|
1000022700|6|6|6|6||
1000022737|6|5||||
1000022738|9|7|7|7|7|
1000022742|7|6|6|7||
1000022754|||8|9||
1000022756|4|5|6|5||
1000022783|6|7|8|9|9|
1000022817|5||5|5|6|
1000022899|4|4|4|4|4|
1000022904|6|8|6|6|5|
1000022925|4|4|4|5|4|
1000022936|6|5|7|5||
1000022971||5|5|4||
1000022975|||6|5|5|
1000022988|4||4|4||
1000022993|5|5|6|5||
1000022996|8|6||||
1000023041|6|5|5|4|4|
1000023047|8|9||||
1000023053|8|8|8|||
1000023071|6||6|6|5|
1000023073|6|8|8||8|
1000023081|3|4|4|5|4|
1000023086|4|2|3|||
1000023106|8|8|8|7|9|
1000023124|5|5|6|5||
1000023135|4|4|4|4|5|
1000023146|4|4||4||
1000023153|4|4|4|4|4|
1000023159|5||8|8|8|
1000023201|8|9|9|9|9|
1000023208||5||6||
1000023214|5|5|6|||
1000023229|8|6|8|8|7|
1000023231|4|4||5||
1000023267|5|||||
1000023359|5|6|5|5|6|
1000023370|5|5||||
1000023381|4|5|8|6|6|
1000023407|5|6|6||6|
1000023414||5|5|5|5|
1000023471|4|4|5|5|6|
1000023491|5|5|5|5||
1000023509|4|4|4||3|
1000023533|9|8|8|7|8|
1000023542|4|6|5|5||
1000023557|5|4|4|4||
1000023566|8|4|4|4||
1000023584|6|8|6|9||
1000023587|8|9|9|10||
1000023602|5||5|5||
1000023603|6|5|5|6|6|
1000023613|4|4|4|||
1000023615|5|5|5|5|5|
1000023621|5|6||||
1000023667||||7|8|
1000023726|||6|||
1000023739|6|8|6|6|5|
1000023775|4|7|7|8|9|
1000023781|8|6|8|6|6|
1000023790|||6|6|6|
1000023864|9|9|9|9|9|
1000023886|5|6|8||8|
1000023920|4|4|5|6|5|
1000023986|8|8|6|7|9|
1000024008|9|10||||
1000024024||6|8|||
1000024028|6|5|6|7|5|
1000024039|4|4|5|5||
1000024044|8|7|6|6|5|
1000024049|4|5|6|8|8|
1000024061|8|||||
1000024078|4|5|5|5|5|
1000024161|10|10||||
1000024162|8|9|8|8|8|
1000024325|6||6|6||
1000024327|||8|||
1000024341|8|8|8|8|8|
1000024354|7|6|8|8|9|
1000024384|6|6|8|||
1000024397||4|5|5||
1000024412|5|6|5|6||
1000024414|5|6|6|5|6|
1000024440|6|6|5|6|5|
1000024471|6|6|6|6|6|
1000024501|6||6|5||
1000024537|8|7||7||
1000024568|8|||||
1000024618|6|6|6|5|5|
1000024641|||5||3|
1000024662|||6|7|8|
1000024988|8|8|9|9|8|
1000024991|5|5|5|5||
1000024840|5|5|4|5|4|
1000024797|6|6|8|8||
1000015311|6|6|6|6|6|
1000013167|8|6|9|||
1000020997|4||4|||
1000024949|6|4|5|5|5|
1000025173||4||4|4|
1000026212|8|9|7|9||
1000026214|5|6|6|4|5|
1000018128||8|8|9||
1000026064|6|6|5|7|7|
1000026066|6|6|6|7|8|
1000026072|4|4||5|6|
1000024760|4|5|5|4|7|
1000025440|4|4|3|4|4|
1000015687|5|5|5|4|5|
1000026312|5|6|5|5|5|
1000026313|7|6|6|6|6|
1000026314|8||7|8|7|
1000026742|8|8|8|9||
1000022892|4|5|6|5|5|
1000012474|8|6|5|5|4|
1000026456|6|7||||
1000026459||||6|5|
1000022568|4|5|4|5||
1000025534|4|4|4|5|4|
1000025535|7|7|8|9||
1000025516|4||3|4|4|
1000026355|3|4|4|5|4|
1000026889||4|4|||
1000016857|4|4|4|4||
1000024706|4|4|4|||
1000009341|3|5|5|4|4|
1000014069|6|5|6|6|8|
1000020923|5|4|5|5||
1000011297|6|7|8||5|
1000025239|9|9|8|7|8|
1000023342|6|6|6|7|7|
1000021804|5|4|4|4||
1000021240|6|5|5|6||
1000013480|7|6|6|5||
1000006796|||6|||
1000026036|9|10||||
1000015274|5|4|5|4|5|
1000016440|5|5|5|4||
1000025407|||7|8|7|
1000026386|||6|9||
1000024808|5|5|9|||
1000026161|5|4|4|4|4|
1000018177|5|4||4||
1000016546|5|4|5|5||
1000025684|6|6|6|5||
1000026775|6|7|6|7|8|
1000025695|6|7|8|||
1000021318|6|7|6|6||
1000013107|4|4|5|5||
1000025461|4||4|4||
1000025463|5|5|6|5||
1000010925||5|5|||
1000010927|6|6|6|6|7|
1000021297|6|6|5|5||
1000005273|4|4|5|4|4|
1000026333|7|7|8|6|7|
1000009360|4|4||||
1000013120||6||||
1000005568|6|7|7|5|4|
1000008354|5|5|5|5||
1000008355|4|5|6|5||
1000007857|3|||||
1000020119|7|6|6|9||
1000020120|7|6|6|6|6|
1000026021|4|4||||
1000025320||6|8|8|8|
1000025088|4|5||5||
1000025334||3||4||
1000005479|6|4||||
1000024939||4||||
1000025773||7|8|8||
1000005292|6|6|6|8|5|
1000009488|8|8|8|6|7|
1000009959|6|7|8|8|7|
1000025324|8|9|9|10||
1000025326|8|9||||
1000012231|5|6|7|8|9|
1000012233|5|5|4|4|4|
1000012235|8|8|8|8||
1000019694|8|8|6|7|8|
1000019695|5|5|5|5|4|
1000026717||3||3|2|
1000023806|4|5|6|6||
1000023968|4|4|6|5|4|
1000025955|5|8||9||
1000025958|8|8||||
1000014223|6|6|6|6|6|
1000026255|5|4|6|5||
1000020101|5|4|5|4|4|
1000020103|7|||||
1000025736|6|6|6||6|
1000025742|4|4|4|4||
1000021419|4|5|5|5|4|
1000026177|7||6|6||
1000025424|5|5|6|6|6|
1000025655|8|7|8|7||
1000026059|4||4|||
1000014279||6|4|5||
1000021901|8|8|7|8|9|
1000025114||4|6|5|7|
1000027203|9|10||||
1000026806|7|8|10|||
1000026655|9|||||
1000009350|8|8|8|8|8|
1000016316|3|4|4|3|4|
1000025719|5|5|5|5|5|
1000019473|8|8|8|9|8|
1000008380|4|4|4|4||
1000008672|4||5|5|4|
1000013164|5|||||
1000024743|9|9|8|8||
1000025247||6|6|9|6|
1000025496|7|9|8|7|7|
1000013157|4|4|4|5||
1000016114|5|7|7|8|8|
1000016117|5|6|6|5|5|
1000015617|5|5|5|5|5|
1000026600|3|3|3|3|2|
1000024956||6|6|6||
1000022885|5|5|6|5||
1000026558||6|8|6|8|
1000024449|6|4|5|4||
1000025185||||5||
1000011915|8|8|10|||
1000024870||||4|4|
1000026110|4|5|5|4||
1000013984|5|6|6|5|5|
1000021378|6|6|6|6|6|
1000023297|4|4|4|4||
1000026405|5|5|5|5|5|
1000026340|4|3|4|4|4|
1000007885|4|3|3|5|5|
1000008370|5|5|5|6||
1000013982|8|9|8|8|8|
1000025036|6|6|7|7|7|
1000008158||5|4|5||
1000026472|||3|4||
1000005314|9|10|10|||
1000018186|7|8|6|6||
1000026590|9|10||||
1000005304|5|5|6|||
1000015282|4|5|6|5|5|
1000025026|7|8|8|8|8|
1000021384|8|8|8|7||
1000024735|6|6|7|6|6|
1000023003|8|9||||
1000019804|6|6||||
1000012311|5||6|6|5|
1000009326|5|7|6|5|5|
1000005355|6|6|5|5|5|
1000021795|4|4|5|5||
1000011892|5|5|6|7|9|
1000028063|4|4|5|6|6|
1000027495|6||5|||
1000026317|4|4|||4|
1000028304|3|3|4|4||
1000027935|5|5|6|6|7|
1000025642||9||8||
1000025645|5|4||||
1000026377|4|5|4|||
1000026379|||8|6|6|
1000027608|||6|5||
1000027611|5|6|5|4|8|
1000024975|6|8|8|9||
1000026357||8|8|10|9|
1000026173|7|8|4|7|7|
1000026174|6|6|6|5||
1000027325|8|8|9|||
1000027961||5||6|4|
1000028010||3|4|5|5|
1000028015|6|6|6|6|6|
1000025348|6|6|7|5|6|
1000026646|3|4|3|5||
1000028191|5|6|6|||
1000027909|6|||6||
1000024921|8|6|6|6||
1000024923|4|4|4|4|4|
1000024925|9|9||||
1000026218|6|5|7|8|9|
1000016655|4|3|4|4||
1000025605|6|5|5|5|5|
1000026124||8|9|9||
1000027778|6|5||||
1000027335|5|5|4|||
1000025613|5|5|6|5|5|
1000025615||8|8|||
1000025920|5||6|||
1000027412|5|5|7|9|9|
1000027762|6||6|6|6|
1000027833|6|5|6|7|6|
1000027879|4|4|4|4|5|
1000025014|8|9|7|6|8|
1000027006|4|4|6|8|6|
1000027010|5|4||5||
1000007337|6|6|7|7|6|
1000024427|7|6|6|6||
1000026549|5|5|5|5|5|
1000028610|6|9||||
1000027559|6|6|6|||
1000027561|8|7|8|8|8|
1000027629|7|6|6|8||
1000027677|6|6|6|7|8|
1000024709|5|5||8|8|
1000027578|5|5||||
1000027581|8|8|9|8|7|
1000026690|8|5|6|6|5|
1000027362|7|10||||
1000026250|||4|4|5|
1000029191|4|6|7|6|6|
1000028091|6|7|7|9||
1000028649|6|5|8|9||
1000026581|4|5|5|6|6|
1000028235|9|9|6|5|6|
1000027124|4||||6|
1000027733|7|9||||
1000026664|5|4|3|3|3|
1000028469|6|7|8|7|7|
1000012015|6|4|4|4|6|
1000027146||8|8|8||
1000028634|9|8|9|9|9|
1000028635|6|5|6|5||
1000029530|4|4|5|4|5|
1000029467|7|6|4|3|5|
1000026055|5|9|9|7|8|
1000026056|8||8||9|
1000025624|6|6|8|9||
1000027429|9|9|9|6|6|
1000028760||8|6|6|8|
1000028415|5|4|5|9||
1000025458|4|8|7|8||
1000025460|9|9|9|8|8|
1000025756|6|6|5|5||
1000025758|6|6|6|6||
1000025761|6|6|6|6|6|
1000027864|8|4|7|6||
1000027870|||8|5||
1000027656||5|7|6|8|
1000021846|5|5|5|4|4|
1000025780|8|||5|5|
1000028799|4|5|5|4|6|
1000029009|8|9||||
1000025868|||7|8||
1000027697|6|6|6|5|5|
1000029233|5|6|6|6|6|
1000029046|6|||6||
1000027286|10|8|9|9|9|
1000028283|5|6|6|6|6|
1000026268|4|4|4|4||
1000026619|5|9||||
1000026974|4|||5||
1000026565|8||5|4||
1000027822|7|7|7|6|5|
1000026723|6|6|7|6||
1000029717|8|8|6|6||
1000028079|4|4|5|5|5|
1000028455|6|6|5|5|5|
1000028729|4|6|8|6||
1000028837|||6|6||
1000028838|8|9|9|7|6|
1000027085|4|4|4|6|6|
1000027088|5|7|10|10||
1000005233|6|5|4|6|5|
1000029255|7|9|8|8|8|
1000028941|4|4||||
1000028665||6||6|6|
1000028324|5|5|5|5|5|
1000028978|6|4|4|4|6|
1000027519|8|||||
1000019499|6|5|6|5|6|
1000027596|4|4|4|3||
1000027726|4|4|4|4|5|
1000029330|6||6|6|6|
1000024835|8|9|9|9|8|
1000029432|5|5|5|5||
1000028148|6|6||||
1000026832|8|8|6|6|8|
1000028622|6|7|4|5|7|
1000028623|4||4|3||
1000028549|6|5|9|9||
1000029628|6|7||8||
1000028086|4|6|6|6||
1000028601|9|||||
1000026734|4|4|4|4||
1000027771||8||9||
1000027775|4|4||5||
1000028569|6||8|6|7|
1000028512|||3|5||
1000027953|5|5|5|8|8|
1000029035|6|10||||
1000029058|4|5|6|||
1000029061|8|9|10|9||
1000029921|8|||||
1000028556||5|5|5||
1000028749|2|4|6|8|8|
1000028052|6|8|5|6||
1000028613|6|5|7|5|6|
1000028173|6|8|9|8|6|
1000028862|6|6|5|6||
1000027985|3|4|4|4|5|
1000029975|6|6|8|6|5|
1000027940|6|6|6|6|5|
1000027943|6|5|4|4||
1000029818|5|4|6|6|4|
1000028183|4||4|||
1000027751|||8|8||
1000007877|7|||||
1000005456|5|6|6|5||
1000029249||4||6||
1000025711|5|5|4|5|5|
1000030662||5|5|6|7|
1000029491|6||6|6|6|
1000030065|6|6|7|6||
1000030735|||8|6||
1000029391|||7|8|8|
1000030165|5|6|6|5|8|
1000029444|4|4|4|4||
1000029026|6||5|5||
1000029645|2|4|4|4|3|
1000029548|8|9|9|10||
1000031431||9|8|9||
1000031435|||7|||
1000031255||||9||
1000026703|7|10||||
1000030781|5|6|5|10||
1000027576|5|6|6||6|
1000029916|5|7|5|5|5|
1000030762|6|5|8|8|8|
1000030347|||6|||
1000030633|||6|6|6|
1000028344|4|5|6|5||
1000030607|6|8|6|7|8|
1000030287|7|8|10|||
1000030291|4|||5|5|
1000029957||5|5|4||
1000030951||9||6||
1000029702|6|5|||5|
1000026485|5|4|7|6||
1000028644|6|5|8|10||
1000027174|4|5|5|5|5|
1000027175|6|6|7|||
1000026103|7|6|6|5|4|
1000029663|6|6|4|4|8|
1000030408||||5||
1000028244|6|5|4|4|3|
1000028247|6|6|6|5||
1000031037|||4|3||
1000029504||6|6|6||
1000029730|6|8|6|8|8|
1000030771|8|6|7|8|6|
1000030774||8|8|8||
1000009613|6|8|5|5|5|
1000030124|4|5|6|5|5|
1000029813|7|10||||
1000031210|6|6|5|5|6|
1000029532|6|||||
1000030232|4|5|5|6|6|
1000029324|5|5|6|5||
1000029846|6|5|6|9||
1000029004|6|8|6|7|8|
1000031025||8|8|8|8|
1000028653|6||6|8|8|
1000029521|6|6|6|6||
1000029347|6|5|8|||
1000026802|9|||||
1000030030|5|5|5|5||
1000030031||8|7|||
1000026240|5|5|6|6||
1000026242|6|6|6|6|6|
1000030005|5|5|6|||
1000027591|6|6|6|6||
1000029304|9|9|10|10||
1000025944|4|3|4|8|7|
1000025952|4|5|5|6|5|
1000028908|5||6|5||
1000029831|5|7|6|6|9|
1000030103|8|8|8|8|8|
1000028958|4|3|3|3|3|
1000028960|5|8|8|9|9|
1000025133|5|5||6||
1000025332|3|6|6|6||
1000028989||6||6|7|
1000029017|5|4||||
1000029925|5|6||||
1000029278|4|6|6|9||
1000030423||6|8|8|7|
1000030424|8|6|9|6|6|
1000030512|6|8|8|8||
1000031091||9||8|9|
1000030844||6|7|10|9|
1000030077|5|4|5|4||
1000030151|8|8|8|8|8|
1000031474||8|8|4||
1000031499||6|6|5|5|
1000028774||6|4|5|5|
1000027223|5|7|8|9|9|
1000029770||6|6|8||
1000031109||||5||
1000031000||5|7|6|8|
1000031130||5|6|5||
1000030169|4|||4||
1000029377|5|5|5|5|5|
1000029383|5|5|6|5|6|
1000030955|5|9||||
1000029790|6|5|5|5||
1000027634|7|||||
1000030458|4|4||||
1000030464||||8|7|
1000030829|4||4|4||
1000030656|5|5|6|6|6|
1000001089|3|2|2|2|3|
1000001135|3|2|3|3|3|
1000031648|||4|5||
1000001036|3|4|4|4|3|
1000001939||6||6||
1000001184|6|5||6||
1000001375|4|5|5|5|5|
1000024728|4|4|4|4|4|
1000030280|9|8|8|||
1000026369|6||4|4|6|
1000026858|8|9||||
1000001297|||3|||
1000031157||5|5|4||
