V_BZNO|KIS_LS_FNA_MKS_2021|KIS_LS_FNA_MKS_2022|KIS_LS_FNA_MKS_2023|KIS_LS_FNA_MKS_2024|KIS_LS_FNA_MKS_2025|
가상_사업자번호|최종재무평점_2021|최종재무평점_2022|최종재무평점_2023|최종재무평점_2024|최종재무평점_2025|
1000018440|5|5|5|5|4|
1000018452|5|4|5|5|6|
1000018466|9|||||
1000018473|7|7|7|6|6|
1000018490|5|5|6|5|5|
1000018522||6|5|5|5|
1000018534|8|8||8||
1000018540|6|6||5||
1000018549||5||5||
1000018592|4|4|4|4|4|
1000018600|5|5|5|5|5|
1000018615|5|4|5|6||
1000018616|8|6|7|8|8|
1000018624|5|5|5|6|6|
1000018627|4|4|4|||
1000018657|7|7|6|5||
1000018683|10|6|9|||
1000018692|6|5|6|||
1000018708|5|4|4|6|5|
1000018735|6|5|4|4|4|
1000018745||4||6||
1000018759||8|4|4||
1000018810|8|8|8|6|8|
1000018815|6|7|6|7||
1000018831|6|6|5|5||
1000018849|4|4|4|6|6|
1000018850|6|6|7|6|6|
1000018858|5|5|6|7|8|
1000018897|6|6|6|6|8|
1000018945|5|5|5|5||
1000018985|6|5|4|6|5|
1000018998|6|7|6|7|8|
1000019059|5|5||||
1000019068|5|5|6|5|5|
1000019087|||6|||
1000019095|5|5|8|5|5|
1000019166|7|6|7|9|9|
1000019167||4||5||
1000019170||5|4|5|3|
1000019203|7|5|6|6|5|
1000019205|4|6||||
1000019216|6|6|6|6|6|
1000019220|||6|6||
1000019239|9|8|9|9||
1000019251|6|8|8|9|9|
1000019303|3|4|3|||
1000019309|7|8|7|8|8|
1000019310|7|6|8|7||
1000019355||5|5|5|5|
1000019370|9|9||||
1000019413|8|8|10|||
1000019420|6|6|4|5||
1000019469|6|5|5|6||
1000019487|4|5|5|5||
1000019494|9|||||
1000019517|5|6|5|5|5|
1000019533|7|7|6|7|7|
1000019538|4|3|3|3|2|
1000019559|4|4|4|3|3|
1000019568|8|8|8|7|7|
1000019573|6|6|6|8|8|
1000019588|4|4|5|5|5|
1000019596|4|5|4|4|4|
1000019652|4|4||4|4|
1000019659|8|8|8|9||
1000019680|8|8|8|7|7|
1000019721|5||4|4||
1000019722|6|6|6|6|8|
1000019748|6|6|7|6|6|
1000019751|8|8|8|7||
1000019755|4|4|6|4||
1000019765|5|4|4|4|5|
1000019767|6|6|6|6|5|
1000019813|4|4|5|5|4|
1000019818|6|5|5|6|5|
1000019822|7|9||||
1000019827|4|4||3|3|
1000019835|6|6|7|5|5|
1000019853|4|4|4|4|4|
1000019895|||4|||
1000019914|7|6|6|6|6|
1000019946|4|4|5|4|4|
1000019984|5|5|5|4||
1000020001|6|6|5|||
1000020028|8|6|6|5|5|
1000020054|6|6|5|6|6|
1000020070|5|4|4|4||
1000020074|6||8|10||
1000020082|6|6|6|5|5|
1000020136|3|3|5|5|4|
1000020146|5|5|5|5|5|
1000020162|||5|4||
1000020175|2|2|5|3|3|
1000020179|5|6|5|5|5|
1000020189|4|5|5|5|6|
1000020194|8|6|6|6||
1000020214|4|5|4|||
1000020230|6|7|7|7|7|
1000020236|4|4||4||
1000020269|3||3|4||
1000020275|6|5|6|5||
1000020278|4|5|5|5|5|
1000020285|6|6|6|6|6|
1000020334|8|5|6|6|5|
1000020343|6|6|6|6|6|
1000020384|4|||4||
1000020406||9|9|||
1000020433|8|6|6|6||
1000020446||4||5||
1000020450|6|5|5|5||
1000020460|5||5|5||
1000020470|8|8|9|||
1000020473|6|6|6|6|7|
1000020476|5|4||5|5|
1000020545|4||4|4||
1000020546|6|6|7|6|6|
1000020550||4|5|4|4|
1000020597|5|5|6|5|5|
1000020615|5|6|6|5||
1000020645|6|5|5|7|7|
1000020704||||4||
1000020715||4|4|4|4|
1000020718|6|7|7|6|6|
1000020726|6|6|5|5|5|
1000020730|7|7|8|8|7|
1000020732|5|5|5|5|4|
1000020744|7|6|6|5|5|
1000020810|5|6|5|6||
1000020820|4||4|5||
1000020821|6|5|6|8|8|
1000020838|4|4|4|4||
1000020847|4|5|5|6||
1000020877|8|6|5|||
1000020951|6|5|6|6|7|
1000020962|7|7|6|7|7|
1000020967|6|8|5|5|5|
1000020972|5|4|6|6||
1000020987||5|6|5||
1000021010|6|5|5|6|6|
1000021019|4|3|5|5|5|
1000021028|5|5|5|5||
1000021040|6|6|6|5|5|
1000021053|6|6|7|6|6|
1000021080|6|6|7|8||
1000021096|7|9|7|||
1000021098|6|6|6|6||
1000021102||8|8|8|8|
1000021154|6|6|8|6|6|
1000021164|6|6|6|6||
1000021165|6|8|8|6|6|
1000021204||6|6|5|5|
1000021216|4|4|3|4|5|
1000021218|8|6|7|7|7|
1000021220|8|8|8|8|6|
1000021224|3|3|3|2||
1000021229||4||4|4|
1000021246|8|8|8|8||
1000021264|5|5|4|5|5|
1000021270|4|4|5|5|5|
1000021350|7|8|9|8|9|
1000021370|5||6|6|6|
1000021371|5||5|5|3|
1000021374|6|6|6|6|6|
1000021393|8|8|8|||
1000021394|6|5|5|5||
1000021428|5|6||6|6|
1000021446|5|5||6||
1000021448|6||5|||
1000021467|8|7|6|6|6|
1000021491|5|4|5|5||
1000021494|4|7|6|6|6|
1000021507|9|8|8|10||
1000021524|6|5|5|5|4|
1000021538|4|6|8|8|5|
1000021549||5|4|4||
1000021628|8|6|5|8|8|
1000021643|5|6|5|4|5|
1000021650|6|4|5|4||
1000021668|7|7|9|||
1000021669|5|5|4|4|4|
1000021704|4|5||4||
1000021707|5|5|8|||
1000021719|5|6|6|5|5|
1000021747|5|4|4|4||
1000021752|5|5|4|||
1000021761|9|8|9|8|7|
1000021801|5|5|4|4||
1000021810|5|6|6|5||
1000021832|9|8|9|9|8|
1000021833|5|5|5|5|5|
1000021870|6|6|6|6|6|
1000021872|7|6|8|8|8|
1000021903||6||7||
1000021942|8|6||5|6|
1000021949|5|6||6||
1000021954|4|5|6|6|6|
1000021965|8|8||||
1000021967|4|4|5|5|4|
1000021973|7|7|9|||
1000021977|7|6|8|10||
1000022008|3|4|4|4||
1000022033|6|6|8|7|7|
1000022062|6|5|5|4||
1000022069|6|6|7|7|6|
1000022075|6|6|5|||
1000022124|5||5|5||
1000022129|5|4|4|6|8|
1000022161|7|8|8|9||
1000022166|5|||||
1000022180|3|4|4|4||
1000022184|4||5|||
1000022206|7|7|8|8|9|
1000022209|5|5|6|6|5|
1000022225|6|6|6|6|6|
1000022226|4|4|4|4|4|
1000022236||7||8|8|
1000022254|5|5|6|6|7|
1000022257|5|6|6|6|5|
1000022291|7|6|7|7|6|
1000022298|8|8|8|||
1000022302|7|6|6|5|5|
1000022344|6|8|8|7|8|
1000022345|9|9|10|||
1000022346|5|5|5|6|5|
1000022354|6|6|6|8||
1000022364|4|4|5|5||
1000022380|8|||||
1000022405|4|3|4|4||
1000022408|8|6||6||
1000022477|5|8|8|8|5|
1000022490|6|5|5|4|4|
1000022499|5||4|4|4|
1000022504|8|6|8|10||
1000022534|4|4|4|5|6|
1000022535|5|5|5|5|5|
1000022548|6|6|5|5|6|
1000022553|5|||5||
1000022556|9|9|9|8|8|
1000022581|7|6|6|6||
1000022586|3|3|3|3|5|
1000022589|5|5|8|8||
1000022598|4|4|5|8||
1000022620|6|5|4|5|4|
1000022645|6|10||||
1000022646|7|8|6|5||
1000022669|5||4|6||
1000022684|6|5|6|6|5|
1000022689|5|5|6|6||
1000022694|4|4|8|4|4|
1000022706|4|4|4|3|4|
1000022757||||4||
1000022770|6|5|6|6|6|
1000022815|5|||||
1000022819|5|5|5|6|5|
1000022855|4|5|4|4||
1000022871|4|4|4|5||
1000022875|5|5||4|5|
1000022909|||6|5|5|
1000022914|6|6|6|||
1000022932|7|8|6|6|6|
1000022940|5|5|4|5||
1000022966|4|4|5|5|4|
1000023064|5|4|5|4||
1000023076|5|5|6|4||
1000023123|6|8|4|6|8|
1000023128||6|7|8|8|
1000023137||4||4||
1000023165|5|5||6||
1000023186|4|6|6|5||
1000023188|9|||||
1000023195|5|6|7|8||
1000023212|7|8|9|10||
1000023239|4|4|4|4|4|
1000023278|5|6|6|6|6|
1000023327|6|5|5|6||
1000023349|5|5||8||
1000023369|6|5|4|4|5|
1000023389|4|4||5||
1000023423|4|4|6|6||
1000023444|5|6|6|6||
1000023467|5|5|6|6|6|
1000023468|4|4|6|4|5|
1000023481|4|4|4||4|
1000023508|5|6|7|6|5|
1000023517|4|4|4|3|4|
1000023521|8||8|||
1000023526|5|6|6|7|7|
1000023537|6|5|5|5|5|
1000023538|5|5|5|6|4|
1000023550|4|4|4|3||
1000023551|||7|6||
1000023628|5|6|6|6||
1000023646|5|4|4|3|4|
1000023648|5|5|6|6|7|
1000023668||4||6|6|
1000023670|8|9|10|9||
1000023675|5|4|5|4|5|
1000023750|||3|4|3|
1000023772|4|5|4|4||
1000023774|8|8|6|8|9|
1000023783|5|5||||
1000023788|4|4|4|5|5|
1000023802|4|||||
1000023836|4|||6||
1000023860|6|6|5|6||
1000023876|6|6|6|7|7|
1000023888|8|9|8|7|8|
1000023893|6|7|8|7|8|
1000023929|6|6|6|6|7|
1000023959||9||||
1000023974|4|4|4|4|4|
1000024007|3|3|3|5||
1000024038|4||4|4||
1000024050|4|5|5|4||
1000024067|4|4|5|5||
1000024140|6|5|6|||
1000024144|9|8|10|||
1000024168|8|8|7|7||
1000024203|6|6|5|5|5|
1000024205|6|5|7||6|
1000024217|6|8||||
1000024235|8|||||
1000024239|6|5|7|7|7|
1000024272||5||||
1000024274|6|5|8|6||
1000024280|6|5|8|6||
1000024306|4|4|3|3||
1000024316|8|5|5|||
1000024345|4|4|4|4||
1000024359|8|7|7|6|6|
1000024396|6|6|6|5|6|
1000024398||5|6|6||
1000024447|4|4|5|6|5|
1000024526|9|||||
1000024576|5|4|4|4||
1000024591|8|6||||
1000024595|4|5|5|5|5|
1000024600|5|5|4|3||
1000024611||6|5|4||
1000024624|5|5|5|4|4|
1000024627|8|8|8|6||
1000024632|6|6|4|4||
1000024637|5|4|6|4|5|
1000024693|6|6|8|7|8|
1000024729|3|3||||
1000024745|5|6|6|5|6|
1000024772|5|5|6|||
1000024820|6|||6||
1000024950|7|7|9|||
1000025174|7|6|7|7|8|
1000026213|5|5|5|7|8|
1000012120|||6|6||
1000025432||4|4|||
1000025434|5|5|5|||
1000025781||4|4|6||
1000012097|||5|5||
1000005509|5|6|6|5|6|
1000021696|6|6|5|5||
1000026458|4|4|4|4|4|
1000013237|8|10||||
1000025672|6|6|6|6||
1000025136|4|||5|3|
1000018715|8|7|7|6|6|
1000025400|6|9||||
1000011298|5|5|5|||
1000010664|5|5|6|6||
1000025272||4|4|||
1000025274|8|||||
1000024714|6|6|7|8||
1000013129|5||5|||
1000025793|7|5||||
1000013481|6|5|5|4||
1000026032|9|9|9|9||
1000018095|4|4|4|4||
1000015273|5|5|5|8||
1000008692|4|5|4|4||
1000021826||5|6|6|6|
1000026431|6|7|5|5||
1000020866|5|5|4|3|6|
1000020868||8|7|6||
1000005362|8|8|8|8||
1000026540|5|4|4|5|4|
1000024749|4|4|4|4||
1000021307|7|9|9|||
1000025701|5|5|6|||
1000025705|4|6|8|6||
1000010651|6|6||||
1000025597|10|||||
1000013847|6|8|9|7||
1000007852|5|6|8|7|7|
1000026330|8|9|9|5||
1000025055|8|||||
1000015333|5|6|6|6|5|
1000026024|8||5|6||
1000008699|8|9|10|10||
1000008702||6|5|4||
1000025323|6||5|5||
1000005300|2|||||
1000011408|5||6|5||
1000021646|5|6||5||
1000015408|4|5|5|4|4|
1000025375|6|4|4|||
1000025381|6||5|4|4|
1000010815|8|8||||
1000005405|5|6|8|8|7|
1000025336|8||10|10||
1000009066|8|5|6|8||
1000025843|6|5|5|5|5|
1000024833|6|4||3||
1000005478||4||4|4|
1000025297|8|8|8|8||
1000005291|2|4|6|6||
1000025200|7|8|7|7|7|
1000018160|8|8|6|4|4|
1000025886|9|9|9|10|9|
1000025887|7|9|9|8|8|
1000020999|4|4|4|4|4|
1000006768|4|4|5|4||
1000009958|4|5||5||
1000022351|3|4|4|6|6|
1000012234|6|7|8|7|8|
1000025877|7|8||6|6|
1000019692|4|4|4|6||
1000013855|6|6|6|6||
1000005435|8|||||
1000007033|4|5|5|5||
1000027357|8||10|||
1000027358|9|9|9|||
1000008921|6|4|9|||
1000024251|6|4|4|5|5|
1000021626|4|6|5|5|5|
1000012447|5|7|7|6|6|
1000025478|8|6|9|||
1000025734|8|||4||
1000025281|4|4|4|4||
1000026181|6|6|6|5|6|
1000023821|10|||||
1000026285|5|6||||
1000026297|||5|5||
1000027210|5|6|5|5|5|
1000026658|4|6|4|5||
1000026659|6|5|5|6|6|
1000026098|5|6|6|5|5|
1000025545|5||4|3||
1000018143||5|5|5|4|
1000027272|6|6|6|5||
1000005369|5|5|8|8||
1000020894|5|5|5|5|4|
1000026636|||8|9||
1000025117|5|6||6||
1000025724|3|3|3|||
1000013162|6|6|5|5|4|
1000026246||5|4|4||
1000025357|7|9|8|8||
1000025248|7|8|8|8|8|
1000008920|5|6|6|6||
1000013753|8|7|8|8||
1000026264|6|6|7|6|6|
1000015615|4|6|5|6||
1000026559|7|8|9|9||
1000025456|5|5|5|7|8|
1000025660|4|6|6|6||
1000013992|5|8|7|8||
1000011914|5|5|6|9|6|
1000026107|4|8|8|8|8|
1000023296|||6|5||
1000023298||5|4|4||
1000025416|5|4||4||
1000025419|6|5|7|6|6|
1000005564|6|6||5||
1000008371|5|5|5|5|5|
1000008378||5||||
1000025152|3|3|3|3|2|
1000025448|7|7|8|8|7|
1000026589|6|6|6|5|7|
1000021497|6|5|5|5||
1000025004|5|7|8|||
1000021383|8|8|7|7|6|
1000024734|5|5|5|6||
1000019260|6|||5||
1000005262|10|||||
1000024895|3|3|5|4|4|
1000027499|6|6|6|8||
1000028305|4|6|6|6||
1000028262|6|6|6|8||
1000026523|9|8|8|10||
1000027702|7|9||||
1000027541||5|5|5||
1000027327|4|6|5|7|7|
1000026351|8|8|7|7|6|
1000022044|4|5|6|5|5|
1000015727|||7|5||
1000025288|6|6|6|5|5|
1000025289|3|4|3|4|3|
1000025924|8|||||
1000026843|8|8|7|8|8|
1000026260|7|7|6|6|6|
1000027169|6|5|5|5|5|
1000028187|6|6|8|||
1000027907|6|5||||
1000026221|6|8|5|5|5|
1000026224|||4|||
1000016654|6|7|6|8|8|
1000018148|10|8||||
1000026122|7|6|6|7|6|
1000027989|5|5|5|4|4|
1000025582|8|7|8|6|8|
1000021007|8|4|4|4||
1000024084|4|4||4|4|
1000027025|6|6|8|9||
1000027042|7|8|9|8|7|
1000027761|5||6|6|6|
1000027574|8|7|10|||
1000025908|6|7|6|6|6|
1000027888|5|6|6|6|7|
1000025015|6||6|7|6|
1000027008|5||6|4|4|
1000027009||4|4|4|4|
1000007339||8|8|6|7|
1000027213|6|5|5|6|5|
1000027214|6|6|5|5|5|
1000024321|6|5|5|5|5|
1000028046|8|||||
1000028047||6|6|7|6|
1000026859|6|7|9|8||
1000026635|5|5|4|5|6|
1000028711|6|5|8|8||
1000013181|4|4||4||
1000027385|4|3|3|4||
1000026934||3||4||
1000028160|6|5|5|5|5|
1000027403|7|8|||9|
1000028405|8|8|7|||
1000027719|6|7|6|6||
1000027123|||6|8|7|
1000027127|4|4|4|4||
1000005543|8|8|6|6|5|
1000027187|4|4||4||
1000027188|5||8|7|7|
1000027735||4|5||6|
1000026899|4|4|5|5||
1000028495|4|5|6|6||
1000028496|4|4|5|9|9|
1000026663|6|6|7|6|6|
1000028468||||4|6|
1000028242|5|5|5|6|6|
1000027310|4|4|5|6||
1000027141|8|8|8|8|8|
1000025214|4|4|5|5||
1000028827||7|9|8||
1000026076|4|6|8|8|6|
1000029274||5|4|5||
1000029356|4|5|8|6|5|
1000028202|8|6|9|8|8|
1000028927|8|6|6|6||
1000027902|6|7|7|7|8|
1000029172|8|8|6|4|7|
1000029209|4|5|4|5|6|
1000028899|5|7|5|6|6|
1000025881|6|6|6|5|4|
1000000015|4|3|4|4|3|
1000028377|3|3|3|4|5|
1000027282|6|6|6|8||
1000027285|5|5|6|6|7|
1000025796|4|6|5|5||
1000025552|6|7|8|6||
1000027826|3|3|3|3|5|
1000026724|6|6|8|8|7|
1000028933|6|7|6|8|8|
1000020909|5||4|||
1000029802|5|4|4|4|7|
1000029755|6|6|6|5||
1000028350|8|6|6|9||
1000028352||6|5|8||
1000005469|7|8|9|8|7|
1000027420|5|6|6|6|6|
1000027421|5|6|8|||
1000027488|6|5|5||5|
1000027076|6|5||5|5|
1000019278|6|6|6|6|6|
1000025769|5|||5||
1000029256|7|5||4||
1000028984|6|8|5|||
1000029675|8|7|8|6|4|
1000028420|6|6|7|8|7|
1000028422|4|6|4|6|6|
1000027515|8|6|8|9|9|
1000026849|7|6|6|6|6|
1000027622|6|6|8|8|8|
1000022605||6||8||
1000022610|6|6|5|5|5|
1000027165||6|6|6||
1000025306|5|6|5|5||
1000028670|9|8|8|10||
1000027774|9|8|10|||
1000026186|8|4|3|6|5|
1000027956|8|8|8|9||
1000030091|9|8|7|6|6|
1000025383|4|5|4|4|4|
1000025855|7|6|7|6||
1000028333|6|6|5|5|5|
1000028753||6|6|6|6|
1000025822|6|5|8|7|6|
1000028772|7|6|6|6|7|
1000029312||9|8|||
1000027352|10|10||||
1000027057|4|4|4|4||
1000028310|6|7|8|7|7|
1000027984|4|5|6|||
1000027986|5|5|4|4||
1000027018|5|6|5|5|5|
1000027939|8|8|8|8|8|
1000026747|5|4|6|5||
1000007876|5||6|5|5|
1000027786|8|8|9|10|8|
1000028690||6||||
1000028693|6||4|5|6|
1000025709|8|8|8|10||
1000025710|5||8|||
1000030574|4||6|6||
1000030576|8|8|6|6||
1000029894|9|10||||
1000029865|8|9|7|6|6|
1000031009|4|6|4|6|7|
1000030476|5|4|5|5|5|
1000030655|6||8|8|6|
1000029442|6|7|6|9|10|
1000029910|5|10||||
1000031277||5|5|5|5|
1000030823|5|5|6|4|4|
1000029646|6|6|8|9||
1000028408|8|8|8|||
1000029178||4|5|6||
1000031120|6||6|8|8|
1000029546|6|7|8|8|5|
1000029273|4|4|4|4||
1000028918|4|6|9|8|9|
1000028919|5|3||||
1000028921|8||7|8||
1000026702|4|4|4|4||
1000030785|4|5|8|8|8|
1000025341|5|6|6|7||
1000031301|||7|7||
1000029913||4|3||5|
1000026216|8|||||
1000027322|10|||||
1000030352||5|8|8|8|
1000029156|6|7|6|9|9|
1000029157|5|6|5|6||
1000030643|5|5|5|4|4|
1000025700||8|8|8|8|
1000030632|6|6|6|||
1000028345|6|8|8|8|8|
1000030855||10|8|7||
1000030856|5|5|7|7||
1000030886|5|10|9|8|8|
1000029118|9|9||||
1000029772|6|7|9|9||
1000026946|4||5|6|8|
1000028645|5||6|||
1000029612||||4||
1000030411|4|5|5|5|5|
1000029088||5|6|6||
1000030134|3|2|5|6|5|
1000028219|6|6|5|7|8|
1000029198||4|4|5|5|
1000029817|4|4|4|||
1000030224|6|6|6|6|7|
1000030308|4|6|4|6|6|
1000030309|6|5|5|5|6|
1000030109|6|8|6|7||
1000030097|||7|8|9|
1000029844|8|7|10|10||
1000009707|4|5|5|5||
1000009708||4||4||
1000029516|||9|9|9|
1000027552|5|5|7|6||
1000030002|6|6||6||
1000030620|9|10|10|10|10|
1000030011|4|6||||
1000028270|6|6|7|||
1000025725|5|6||||
1000028980|8|5|8|6|8|
1000028981||4|4|5||
1000030199|4|5|6|6|8|
1000030200||5|6|8|8|
1000027397|6|8|8|6|7|
1000030363|5|6|5|5|5|
1000026193|4|4|3|3|3|
1000029830|6|6|5|6|5|
1000030384|5|5|6|6|6|
1000027533|6|5|6|5||
1000027538|6|6|6|6|6|
1000030285|9|6|5|4||
1000025329|7|8|8|8|8|
1000028843|6|6|5|7|6|
1000029797|6|10||||
1000028949|5|4||6||
1000028096|8|8|7|7||
1000029020|5|4|8|7|6|
1000029096|8|8|9|9|9|
1000029099|6|9|10|||
1000029400|5|6|8|6|7|
1000027724|3|4||||
1000031019||6|6|7||
1000028357||6|6|6||
1000028360|6|5|8|8|9|
1000031536|6|5|6|6|5|
1000028858|8|6|6|6|6|
1000030162|6|6|5|4||
1000030911|7|6|7|6|6|
1000029768|5|8|8|6||
1000030954|5|8|8|7||
1000031270|||6|6||
1000030972|8||8|6||
1000031201|5|5|6|7|6|
1000031202||6||||
1000030465|7|7|5|5|5|
1000001152|5|5||5||
1000031744||8|8|4||
1000030557|5|5|5|||
1000030558|6|||6||
1000030790|5|4|6|6|6|
1000030472|||8|8||
1000030378|9|||||
1000031646|||9|9||
1000031649||10||||
1000031482||8|8|7||
1000031483||4|3|3|3|
1000001168|4|5|8|9|9|
1000030354|5|6|6|6||
1000030356|6|5|5|6||
1000005236||5|8|7||
1000004463|3|3|4|3|4|
1000001039|4|4|4|4||
1000018262|5|5||5|5|
1000030749|6|||||
1000030446|4|||6||
1000001185|6|8|10|10|9|
1000028790|6|6|5|6|6|
1000030685|4|4|4|||
1000001236|3|3|3|3||
1000016128|6|8|8|9|9|
1000012325|5|4|5|5|4|
1000028300|||4|4|3|
1000005403||5||6||
1000005103|9|8|9|10||
1000028368|4|5|6|4||
1000031441||6|9|||
1000031444||7|6|7|7|
1000021664|9|10|9|9|10|
1000015335||6||||
1000028890|4|4|7|8||
1000001327|9|8|10|||
1000030243|4|4|5|5|5|
1000026088|9|8|8|||
1000028471|4|6|6|6|6|
1000031379||8|7|6||
1000004691|10|||||
1000028526||7||7||
1000004693|5|5|5|||
1000017957|5||5|5||
1000028625|5|6|7|10||
1000019340|5|3|4|3||
1000016664|5|5|5|5||
1000007349|6|6|5|7|8|
1000029525|6|8|9|8|8|
1000007343|7|6|6|9|9|
1000031567||8||||
1000005463|7|5|6|8||
1000004486|4|3|4|3|3|
1000018430|4|5|5|5|5|
1000029869|9|8|6|8|6|
1000029874|5|6|7|8|9|
1000019728|5|6|6|5||
1000031045|6|8||||
1000031048|6|7|7|8|6|
1000020784|6|6|8|6|5|
1000021630||||5||
1000004852|7|9||||
1000004854||6|5|5||
1000022800|9|10||||
1000013297|5|5|6|6|6|
1000030874|6|5|||6|
1000022077|4|4|6|||
1000013238|6|6|6|5|5|
1000003960|7|8|8|6||
1000031192|||5|5|6|
1000022784|5|5|5|4|4|
1000021253|||4|5||
1000003974|4|7||9|9|
1000004873|7|6|5|8|8|
1000015186|5|6|||6|
1000011476|6|||||
1000005460|4||4|4|4|
1000011453||8|8|||
1000000396|5|6|8|6|6|
1000025362|4|4|4|4|4|
1000011449|4|4|5|5|5|
1000030665|5|5|5|5|6|
1000006514||4||4|4|
1000005194|5|5|6|6|6|
1000015022|6|6|5|6|7|
1000004760|6|7|8|||
1000004931|4|4|5|5|4|
1000004966||5|5|7|8|
1000004245|8|6|8|8|7|
1000004771|5|4|6|6|6|
1000004319||||6||
1000027367|9|9|10|10||
1000023791|5|6|6|||
1000004372||6|6|5||
1000015080|5||5|5||
1000020757|6|6||||
1000015029|5|5|5|5|4|
1000015043|6|4|4|4|4|
1000028388|5|6|6|6|6|
1000028390|||4|||
1000025849|5|9||||
1000007256|6|5|5|4|4|
1000007259|5|6|5|6|5|
1000017931|6|5|5|5||
1000004786|5|4|4|5|4|
1000005106||8|8|5|5|
1000006560|5||4|||
1000017997|6|6|7|7|7|
1000005015|4|5||6|5|
1000004744|2|3|3|3|3|
1000006674|7|9|8|7||
1000015134||||4||
1000031415||5|4|7|6|
1000031148|4|6|7|7|7|
1000011703|4|5|4|5|6|
1000032004|||||6|
1000011815|5|4|4|4|4|
1000028539||8||10||
1000011588|4|5|6|7|6|
1000011927|5|6|5|6||
1000011678|5|4|4|4|4|
1000026356|6||7|7|8|
1000011795|7|5|6|6|6|
1000011615|4|4|4|5|5|
1000030297|8|8|8|6|6|
1000031938|||6|7|7|
1000011758|3|4||||
1000011740|5|5|4|4|4|
1000011579|4|4|4|3||
1000031266|||5|7||
1000031054|7|6|6|6||
1000029414|8|8|7|9|9|
1000028574||8||||
1000030847|6|8|7|8|9|
1000031333||4|7|8|7|
1000031547||6|6|6||
1000027863|6|6|9|8|8|
1000031502|8|9|8|10||
1000031504||9|8|9||
1000028481|5||8|8|8|
1000027930|4|5|6|6|6|
1000031573|||5|5||
1000030895||||4|5|
1000029447|5|5|5|6||
1000028175|||8|9||
1000031554||8|9|||
1000029932|4|5||5|6|
1000029778|7|9||||
1000031103|5|5|4|6|6|
1000028328|6|6|||5|
1000026827|6||7|6|6|
1000031872|||4||4|
1000029341|4|5|4|4||
1000029343||7|8|7|6|
1000031112|||3|4||
1000030718|8||4|3|4|
1000031927|||9|9||
1000030995|5|5|6|5|5|
1000028708|6||8|7||
1000028668|8|7|7|9|8|
1000030760||5|4|||
1000030769||5||4||
1000031489||6|6|||
1000030926|||8|8||
1000031848|||9|9|9|
1000029352|5||5|7|6|
1000031183|7|8|6|8|8|
1000030980|8|9|9|9||
1000030981|6|7|8|6||
1000031225||10||||
1000007182|||6|6||
1000007184|4|4|4|4||
1000009189|6|6|6|8||
1000007897|2|2|2|2|2|
1000007608|8|7|7|6|6|
1000007103|5|5|5|5||
1000005905|4|4||5|4|
1000008511||6|6|8|8|
1000008981||6||6||
1000008023||2|3|3|4|
1000007513|5|7|5|4|4|
1000005935|5|4||4|4|
1000008765|7|7|8|7|7|
1000008488|3|4|3|5|5|
1000006888||3||||
1000009643|3|4|4|4||
1000006922|6|4|4|||
1000006907|4||3|4|4|
1000009510|8|8|7|8|8|
1000007575|5|6|6|6|5|
1000009404|5||4|5||
1000009144|5|6|6|6|6|
1000006850|9|9|7|6|4|
1000007562|4|4|4|6|4|
1000005921|6|7|6|8||
1000009619|3|3|3|4|3|
1000008726|5|4|5|5|5|
1000031724|||6|6|8|
1000010231|6|5|5|5|5|
1000007005||5||||
1000010542|6|6|6|7|8|
1000008215|5|4|4|4|4|
1000006993|3|4||3||
1000031690||9|5|7|5|
1000009800||5|5|5||
1000024544|6|5|6|8||
1000009788|8|7|8|7|8|
1000024230|6|6|6|7|7|
1000031761||8|9||8|
1000024045|4|6|4|5||
1000008301|9|||||
1000009874|5|6|6|5|5|
1000006999|5|6|6|6|6|
1000026211|4|5|8|9|9|
1000009903|5|5|5|6||
1000008207|5|5|6|7|8|
1000024114|5|5|6|5|5|
1000009300|4|4|4|4||
1000010551|5|5|6|||
1000030868|8|7|8|9|10|
1000010239|4|4|4|4|3|
1000008249|4|4|4|||
1000008250|6|5|6|6|6|
1000031875|||5|8||
1000031877||||6||
1000027816|5|5|5|6|6|
1000028662||3||3||
1000029568|5|||4||
1000030515||5|6|6|6|
1000030516||10|10|||
1000030517|6|6|8|6|6|
1000006901|7|8||6|6|
1000027692||6|6|6|6|
1000027693|4|4|5|6||
1000026873||5|5|4||
1000024875|6|||8||
1000028685|6|9|9|10||
1000029661|6|4|8|9|8|
1000008550|5|5|5|6|5|
1000031643||7|5|4||
1000028969|8|6||||
1000010475|6|6|9|9|9|
1000029193|6||7|||
1000031732||4|4|3|4|
1000026986|6|7|6|5|6|
1000024630|7|8|7|7|7|
1000027102|5|5|5|5|5|
1000005670|7|7|7|7|7|
1000029899|5|4|4|4|4|
1000027199|8|8|8|9||
1000027200|6|8|8|10|9|
1000027665|6|6||6||
1000027426|6|6|7|6|6|
1000027674|4||6|6||
1000028547|8|8|6|8|9|
1000028923|5|5||5|5|
1000027467|||5|8|6|
1000010365|5|5|5|||
1000007802|6|6|6|6|6|
1000010196|5|8|8|8|8|
1000010197|10|10|9|||
1000009831|6|9||||
1000010092|6|6|8|6|6|
1000010084|5|||6||
1000024139|4|5|4|||
1000024333|5|4||4|4|
1000024334|8|||||
1000024134|6|6|6|7|6|
1000024266||5|5|5||
1000010521|6|6|7|7|6|
1000010140|5|6|9|8|8|
